FirstName,LastName,Gender,DateofBirth,FatherFirstName,FatherLastName,FatherOccupation,MotherFirstName,MotherLastName,MotherOccupation
Margaret,BROWN,F,1759-04-10,Willia,BROWN,bookbinder,Jane,BARBOUR,painter & decorator
Fanny,CALLOWAY,F,1746-01-23,Walter,CALLOWAY,outfitter,Eliza,LEWIS,farmer
Robert,WALKER,M,1750-01-21,John,WALKER,army sergeant,Mary,FILBY,labourer
Flora,GOUNDRY,F,1744-09-09,Willia,GOUNDRY,fireman,Margaret,RUSBY,needlemaker
Agnes,BURNLEY,F,1744-12-17,Robert,BURNLEY,secretary,Mary,OLDERSHAW,tenant farmer
Robert,WATSON,M,1743-04-20,Alexander,WATSON,farmer,Nellie,ENGLISH,coal merchant
Kate,SCARLETT,F,1742-03-05,Alexander,SCARLETT,farmer,Bella,SMITH,ag lab
Mary,THOMPSON,F,1749-02-05,Hendry,THOMPSON,carpenter,Elizabeth,SQUIRE,nailer
John,ADAMSON,M,1743-06-01,Andrew,ADAMSON,weaver,Isabella,GIBSON,fitter and turner
Barbara,ROBERTS,F,1747-12-15,Samuel,ROBERTS,domestic cleaner,Christiana,FORRESTER,jeweller
Mary,TAYLOR,F,1743-12-27,William,TAYLOR,officer of customs & excise (docks),Isabella,EVANS,mechanical engineering worker (skilled)
Maria,SUMMERS,F,1749-09-01,Dugald,SUMMERS,labourer,Mary,DUFF,lab
James,SALT,M,1750-08-28,David,SALT,fireman,Ann,TURNER,coal miner
Janet,HUGHES,F,1747-09-02,James,HUGHES,cottager,Agnes,SAMBROOK,boot and shoe maker
Margaret,JOHNSON,F,1748-04-14,John,JOHNSON,wool broker,Margaret,FURRELL,electrical engineer in the royal signals
Sarah,VAIL,F,1746-05-27,Andrew,VAIL,dockyard worker,Mary,JONES,shoe binder
Elizabeth,ONEIL,F,1747-12-08,James,ONEIL,domestic service,Jane,FARRENT,carpenter
Annie,COMPSON,F,1746-07-15,William,COMPSON,company secretary,Janet,MIDDLETON,engineer
John,CURTIS,M,1749-02-20,Peter,CURTIS,carter,Mary,FORBES,mechanic
Robert,CROSSGROVE,M,1745-06-03,Robert,CROSSGROVE,general store keeper,Margaret,WATSON,farm lab
Margaret,LLOYD,F,1745-06-28,David,LLOYD,designer,Susina,HARLE,fisherman
Agnes,LONDON,F,1748-03-12,John,LONDON,farmer,Ann,PASSMORE,map and print colourer
Thomas,READ,M,1743-07-28,George,READ,washerwoman,Janet,AYERS,musician
Ann,WATSON,F,1744-02-19,Alfred,WATSON,farmer,Elizabeth,LAYCOCK,gardener
Elizabeth,DARMER,F,1744-01-30,John,DARMER,coal miner,Catherine,MOORE,bricklayer
Jessie,MCCORMACK,F,1750-01-08,Andrew,MCCORMACK,farmer,Jane,GOODALL,labourer
John,RIMINGTON,M,1748-05-10,Francis,RIMINGTON,bank manager,Rebecca,JENKINS,solicitor
James,CROCKET,M,1748-08-22,John,CROCKET,ag lab,Mary,KINGSBURY,ag lab
Euphemia,TURNBULL,F,1751-03-21,Ritchie,TURNBULL,clerk & typist,Christina,WEBSTER,farmer
Agness,GRANT,F,1750-01-25,James,GRANT,mariner,Margaret,MORSE,labourer
George,STURGESS,M,1750-08-30,Patrick,STURGESS,shoe finisher,Annie,FORRESTER,steel erector
Ann,GEORGE,F,1748-01-01,Charles,GEORGE,tenant farmer,Eliza,CLOUGH,shirt factory worker
David,BARR,M,1749-02-14,Francis,BARR,ag lab,Jane,JONES,factory worker
James,WALKER,M,1747-06-25,William,WALKER,constructional engineer,Martha,ZEBEDEE,farmer
Elizabeth,WALKER,F,1747-06-25,William,WALKER,constructional engineer,Martha,ZEBEDEE,farmer
Ann,CLEMO,F,1747-02-05,Charles,CLEMO,ag lab,Sarah,BROWN,grocer
Jeanie,MURRAY,F,1758-10-30,Angus,MURRAY,stockingmaker,Elsie,TUMILTY,warehouseman
Thomas,RICHARDSON,M,1743-12-09,John,RICHARDSON,private soldier,Catherine,NOBLE,bootmaker
George,LINNELL,M,1750-06-19,Angus,LINNELL,navel officer,Margaret,ROBERTS,fish curer
Agnes,TUMIGAN,F,1748-02-06,James,TUMIGAN,land agent,Alice,CHESHIRE,lab
James,DRYAL,M,1748-04-19,Peter,DRYAL,draper,Jessie,MCKENZIE,locksmith
George,GILMOUR,M,1746-07-08,William,GILMOUR,scrap labourer,Isabella,ALLEN,railway clerk
Peter,HONES,M,1744-09-27,Alexander,HONES,butcher,Therese,CONNELL,shop assistant
Janet,BROAD,F,1748-12-29,Charles,BROAD,miner,Mary,WAKS,gardener (private)
Nellie,COOKSON,F,1747-01-04,Alexander,COOKSON,mariner,Jemima,ROBINSON,fancy manufacturer
Arthur,COOKSON,M,1747-01-04,Alexander,COOKSON,mariner,Jemima,ROBINSON,fancy manufacturer
John,MORRIS,M,1745-01-30,John,MORRIS,farmer,Margaret,MILLER,school attendance officer
Isabella,SOUTHWORTH,F,1745-04-18,John,SOUTHWORTH,mill manager,Jane,PAYNE,farm servant
James,BURROWS,M,1748-05-10,William,BURROWS,clerk in holy orders,Helen,DWERRYHOUSE,yeoman
Roderick,MAWSON,M,1745-08-17,James,MAWSON,cotton operative,Janet,CAMERON,lab
Ellen,BIRD,F,1745-12-04,William,BIRD,ag lab,Julia,BATH,poultry man
John,STOUT,M,1748-08-13,Robert,STOUT,labourer,Ellen,JONES,gardener
Annie,JARVIS,F,1746-03-21,George,JARVIS,spool winder cotton mill,Jane,KNOWLES,sailor
Hugh,CHILDS,M,1757-11-30,David,CHILDS,repairing fishing nets,Elizabeth,ROBSON,painter
Thomas,MCNEILL,M,1749-10-08,Robert,MCNEILL,farmer,Catherine,DOWLING,carpenter
Christina,GREIG,F,1750-06-13,Thomas,GREIG,whitefisher,Sohia,SMITH,lab
Peter,SNOOK,M,1748-06-08,Alexr,SNOOK,mercantile clerk,Margaret,THOMAS,bootcloser
Alex,PARRY,M,1755-07-08,Andrew,PARRY,lab,Annie,SNELLING,sheep farmer
Jane,POWNAL,F,1748-09-21,John,POWNAL,ag lab,Margt,PEECH,textile manufacturer
Catherine,JENNINGS,F,1744-10-04,James,JENNINGS,engineer,Catherine,BOND,ships officer
Johanna,SMITH,F,1752-05-18,John,SMITH,woolcomber,Jean,JOHNSON,shoe laster
Margaret,BOWLES,F,1745-11-20,William,BOWLES,milliner,Alice,CRAMPTON,labourer
Margaret,HARTLEY,F,1746-03-31,Ro,HARTLEY,photographer,Marjory,MUSTY,stonemason
J,CHORLEY,F,1746-01-11,John,CHORLEY,housekeeper,Mary,SMITH,labourer
James,PALMER,M,1755-04-16,Charles,PALMER,gardener,Betsy,OVERALL,clock case maker
Janet,LENNON,F,1746-06-06,James,LENNON,blacksmith,Isabella,GREENHALGH,fisherman
Robert,STIVEY,M,1747-04-13,Edmund,STIVEY,butcher,Jane,LAWSON,gas works labourer
Bernard,BROWN,M,1747-05-14,James,BROWN,clerk  (biscuit works ),Mary,GOODMAN,school master
Alexander,OATES,M,1747-11-30,William,OATES,dressmaker,Christina,LEYARD ,silk weaver
Archibald,YEATES,M,1746-04-02,James,YEATES,labourer,Catherine,FOOT,straw bonnet maker
Elizabeth,GAGE,F,1744-11-13,Arthur,GAGE,builder,Margt,MOXLEY,labourer
Catherine,TARRANT,F,1744-11-12,Thomas,TARRANT,cabinet maker,Isabella,LEE,labourer
John,THOMAS,M,1744-03-24,John,THOMAS,nailer,Jane,CLARK,labourer
Henry,ORRDEL,M,1744-05-19,William,ORRDEL,housekeeper,Emily,BROOK,blacksmith
Catherine,COLLINS,F,1746-10-22,William,COLLINS,curate,Margt,SMITH,railway platelayer
Willia,BAMSEY,M,1744-09-03,John,BAMSEY,labourer,Catherine,LARKIN,carpenter
Charles,HILL,M,1752-05-08,James,HILL,g.p.o. telephonist,Helen,STOTT,chemist
Rachell,WILLCOX,F,1749-01-22,William,WILLCOX,farmer,Semena,MASTERS,papermill worker
Euphemia,THOMPSON,F,1744-12-30,Jas,THOMPSON,butcher,Elizabeth,HISCOCKS,shear striker
David,HILL,M,1745-10-05,Thomas,HILL,ag lab,Janet,DEWSON,domestic servant
Jas,MCLEAN,M,1745-03-11,John,MCLEAN,electric metering factory,Margret,MILLER,flax dresser
Lewis,JONES,M,1744-06-03,John,JONES,labourer,Jane,MACHRAY,printer
Elizabeth,BOWMAN,F,1745-10-22,Hugh,BOWMAN,draper,Jane,TREDWIN,clerk
Jane,MCNAIR,F,1745-07-17,Joseph,MCNAIR,master bootmaker,Isabella,RICHMOND,cashier
Louis,HOLDEN,M,1748-04-05,Edward,HOLDEN,sawyer,Maggie,JONES,spirit dealer
Ellen,SHEARER,F,1746-06-22,William,SHEARER,dressmaker,Margaret,TRESIDDER,machine operator
John,LUMSDEN,M,1747-06-23,Patrick,LUMSDEN,stonemason,Elizabeth,BOUCHER,farm servant / domestic
Margaret,LUMSDEN,F,1747-06-23,Patrick,LUMSDEN,stonemason,Elizabeth,BOUCHER,farm servant / domestic
Margaret,LUMSDEN,F,1747-06-23,Patrick,LUMSDEN,stonemason,Elizabeth,BOUCHER,farm servant / domestic
Willimina,NATT,F,1752-05-28,Edmund,NATT,clay tobacco pipe maker,Eliza,MEAD,plasterer
Mary,HODGKINSON,F,1747-04-22,James,HODGKINSON,lab,Mary,COOK,tailor
James,SIMPSON,M,1745-03-25,James,SIMPSON,musician,Marion,GRIFFIN,boatman
James,TUULLET,M,1753-01-16,Alfred,TUULLET,motor lorry driver,Grace,GARSON,servant
David,HEARKNES,M,1748-07-07,David,HEARKNES,wholesale grocer,Margaret,BONDAY,sawyer
Isabella,HUTCHINS,F,1753-09-23,Charles,HUTCHINS,mariner,Mary,WALKER,joiner
Mary,STONE,F,1744-11-16,Thomas,STONE,cloth finisher,Elizabeth,MORGANS,delver
Agnes,MORLEY,F,1746-08-31,James,MORLEY,cook and housekeeper,Barbara,MCMURTRIE,tax collector
James,KIDNEY,M,1752-09-01,Peter,KIDNEY,builder,Marion,ADAMS,labourer
Adam,ROWE,M,1750-08-05,Charles,ROWE,gardener,Jane,ANNISON,farmer
Janet,RICHARD,F,1752-01-29,John,RICHARD,draper,Jane,KELLY,actor
John,MOOR,M,1750-01-09,Donald,MOOR,musician,Charlot,BIRD,shoe shop assistant
Thomas,DOWN,M,1752-10-12,George,DOWN,printer,Mary,SHOOTER,tanner
Alexander,HONEYWELL,M,1746-01-21,William,HONEYWELL,miller (postmill),Jessie,STREMBELS,engineer
James,BOLLANY,M,1752-02-21,Arthur,BOLLANY,lamplighter,Sarah,CARESWELL,potter
Kenneth,SERGEANT,M,1745-12-04,Charles,SERGEANT,ag lab,Jeanie,LLOYD,carpenter
Jean,NICHOLAS,F,1745-12-15,John,NICHOLAS,cabinet maker,Elizabeth,LEVINAY,teacher
John,HUDGELL,M,1753-04-27,Robert,HUDGELL,wesleyan methodist minister,Sarah,GOOD,bricklayer
Bailey,HUDGELL,M,1753-04-27,Robert,HUDGELL,wesleyan methodist minister,Sarah,GOOD,bricklayer
Chirsty,WRIGHT,F,1753-12-31,Andrew,WRIGHT,blacksmith,Janet,MARLES,engineer
Jane,LANGLEY,F,1745-08-02,James,LANGLEY,stonecutter,Jemima,CRACKRICH,customs officer
May,CHURCH,F,1751-08-12,John,CHURCH,teacher,Mary,SCARR,oil miller
Margaret,HARRISON,F,1744-09-13,Delilah,HARRISON,coal miner,Catharine,GLEAVE,farm bailiff
Margaret,PRUDEN,F,1749-02-22,John,PRUDEN,shipping clerk,Maggie,ADAMS,engine driver
Mary,CLOUGH,F,1746-01-25,Angus,CLOUGH,agent,Elizabeth,ADY,iron moulder
Jane,ROGERS,F,1744-12-16,Henry,ROGERS,porter,Isabella,ROBERTSHAW,domestic servant
Isabella,SCOTT,F,1750-02-01,Alex,SCOTT,lab,Isabella,RAYNER,lab
Dugald,BRIDDON,M,1747-09-29,William,BRIDDON,tailor,Elizabeth,BARKER,civil engineer
Wm,BRIDDON,M,1747-09-29,William,BRIDDON,tailor,Elizabeth,BARKER,civil engineer
Charles,WATSON,M,1746-03-13,Alexander,WATSON,farmer,Janet,HAYES,grocer's assist.
Margaret,CARTWRIGHT,F,1744-06-03,William,CARTWRIGHT,carpet weaver,Elizabeth,RAE,cheesemonger
George,JONES,M,1744-09-27,John,JONES,fisherman,Annie,PENTLAND BROWN,baker
Alexander,CHALLACOMBE,M,1745-03-01,Charles,CHALLACOMBE,labourer,Margaret,ROUND,teacher
Agnes,EVANS,F,1748-10-02,Peter,EVANS,road labourer,Angelina,LEATT,engine fitter
Anne,HICKS,F,1750-10-06,George,HICKS,gardener,Lousia,COCK,servant
Alexander,LYNN,M,1746-09-13,Hugh,LYNN,cabinet maker,Isabella,LISLE,pork butcher
Margaret,SWARBRICK,F,1747-07-01,John,SWARBRICK,music teacher,Isabella,HURDLE,millgirl
Susan,EMMERSON,F,1753-04-23,George,EMMERSON,bricklayer,Mary,WATSON,gamekeeper
Margaret,STONES,F,1746-07-14,James,STONES,draper,Mary,COCKFIELD,mechanic
Robert,CALVERT,M,1745-12-25,Alexr,CALVERT,shoemaker,Janet,HENDELL,waterman
Hugh,CALVERT,M,1745-12-25,Alexr,CALVERT,shoemaker,Janet,HENDELL,waterman
John,ROBERTS,M,1746-09-17,James,ROBERTS,porter master,Mary,SKEELS,bookseller
John,EDWARD,M,1745-03-14,Samuel,EDWARD,farmer,Helen,DAWSON,"builder, master (dockyards)"
James,KELLY,M,1747-10-01,Martin,KELLY,labourer,Jessie,DAWES,merchant clerk (oil and colour manufacturer)
Alexander,KELLY,M,1747-10-01,Martin,KELLY,labourer,Jessie,DAWES,merchant clerk (oil and colour manufacturer)
Daniel,BROSTEN,M,1750-11-03,John,BROSTEN,farmer,Catherine,MCCALLUM,labourer
Charlotte,HOOKHAM,F,1745-02-04,James,HOOKHAM,fisherman,Georgina,DEARDEN,chemist
Catherine,SCARLETT,F,1744-11-28,Alexander,SCARLETT,farmer,Bella,SMITH,ag lab
Jessie,FOSTER,F,1746-07-26,Magnus,FOSTER,company manager,Mary,LEE,cabinet maker
Jessie,CADDY,F,1751-12-13,Alexander,CADDY,grocer,Janet,ANKERS,sack manufacturer
John,BRADLY,M,1751-11-03,John,BRADLY,tailor,Elizabeth,FERGUSON,secretary
Peter,LAW,M,1748-02-24,Andrew,LAW,machinist in saw mill,Mary,WHEELER,farmer
Thomas,FRASER,M,1746-06-15,Duncan,FRASER,bootmaker,Isabella,STANDLEY,worsted power loom weaver
James,LORD,M,1749-03-10,Arch,LORD,plumber,Annie,FEILDWICK,hotel keeper
David,BIRKETT,M,1746-10-22,Donald,BIRKETT,blacksmith,Mary,ROLFE,miller
Catherine,MORTIMER,F,1746-11-07,John,MORTIMER,telephone engineer - g.p.o.,Elizth,LYNALL,dressmaker
Ann,PHILIPS,F,1746-03-01,Andrew,PHILIPS,farmer,Mary,HAWGOOD,smith
Patrick,LOWNDS,M,1753-02-07,John,LOWNDS,sawyer,Elizabeth,COTTOM,labourer
Robert,BELL,M,1745-09-19,William,BELL,stonemason,Euphemia,BELCHER,merchant seaman
John,MCDERMID,M,1749-06-23,James,MCDERMID,dentists assistant,Janet,SMITH,husbandman
Annie,ANDREWS,F,1745-12-19,David,ANDREWS,railway inspector,Agnes,FORMAN,pattern maker
Margaret,HOLLIDAY,F,1751-09-19,Willia,HOLLIDAY,weaver,Elizabeth,JENKINS,gasfitters storekeeper
Georgina,KEALY,F,1748-04-18,William,KEALY,fisherman,Florina,GRAY,baker
Cath,KING,F,1747-10-03,William,KING,leather dresser,Isabella,BARKER,farmer
John,HUSGROVE,M,1748-09-21,James,HUSGROVE,general labourer,Agness,LEE,general surgeon
Grace,PUGH,F,1755-12-21,William,PUGH,gardener,Christina,FARLEY,chartered accountant
Christina,MCINTYRE,F,1750-12-23,James,MCINTYRE,baker,Jessie,ROBINSON,house painter
Robert,CROOKER,M,1746-01-26,Thomas,CROOKER,general servant,Christina,NEWMAN,gardener
Robert,HARTLEY,M,1745-10-16,Alexander,HARTLEY,wine porter,Jane,HALE,gold prospector
John,JEPSON,M,1751-09-02,Samuel,JEPSON,carter,Janet,ADDIS,miner
Ann,MACDONALD,F,1746-02-19,Frederick,MACDONALD,undertaker,Bessie,CHILD,post office worker
Elizabeth,GOODFELLOW,F,1746-05-12,Simon,GOODFELLOW,hurdlemaker,Margaret,PAYNE,farmer
Sarah,ENGLISH,F,1753-03-31,Joseph,ENGLISH,french polisher,Mary,GEORGE,thatcher
Jessie,ORMISTON,F,1751-05-26,Jas,ORMISTON,seaman,Jane,EATCOAL,lorry driver
Lawrence,ROBINSON,M,1746-11-07,Andrew,ROBINSON,coalminer,Susan,GATLIFF,farmer
Mary,FLINT,F,1746-04-28,Robert,FLINT,farmer,Annie,COLLIER,sadler and horse collar maker
Robert,TAYLOR,M,1748-11-23,George,TAYLOR,servant,Margaret,JONES,farmer
Jeannie,KILLICK,F,1747-06-12,Alexander,KILLICK,insurance broker,Agnes,LEACH,iron & steel merchant
Alice,LIFTON,F,1746-07-22,James,LIFTON,gilder,Margaret,HOLLIWELL,carpenter
George,STEWART,M,1746-11-22,David,STEWART,coal miner,Jessie,DAVIES,farmer
Hugh,NEWMAN,M,1746-11-03,James,NEWMAN,chainmaker,Mary,NORSK,crane driver
Thomas,PHILLIPPE,M,1749-01-08,Robert,PHILLIPPE,servant,Isabel,KING,reeler
John,MACKAY,M,1747-05-02,Willia,MACKAY,victualler,Lilian,HOOPER,currier
Felix,GARDNER,M,1749-04-27,William,GARDNER,house carpenter,Elizabeth,HANOLD,house agent
William,HULBERT,M,1747-12-28,Gavin,HULBERT,bootmaker,Mary,MASKEL,ag lab
Maggie,MORRIS JNR,F,1762-01-31,Donald,MORRIS JNR,grocer,Mary,SOWDEN,brushmaker
David,HOCKLEY,M,1757-01-20,William,HOCKLEY,labourer,Isabella,THOMAS,managing director (department store)
Catherine,WOOD,F,1745-06-01,John,WOOD,collier,Edith,WARD,nailor
Margaret,HARRIS,F,1749-03-06,Daniel,HARRIS,chimney cleaner,Lydia,BAKER,weaver
John,SHAW,M,1751-06-05,Henry,SHAW,engineer,Margaret,MCKITTON,medical practitioner
Adam,BALLY,M,1748-03-31,Wm,BALLY,clerk,Elizabeth,DOUR,boatman
David,JOHNSTON,M,1746-10-04,Alexander,JOHNSTON,civil engineer,Mary,WOOD,mariner
James,GEAKE,M,1746-10-03,Patrick,GEAKE,ag lab,Janet,ROBSON,cattle dealer
Abigail,HAYWOOD,F,1746-04-20,John,HAYWOOD,labourer,Janet,ROUSE,draper
Jane,EARL OF DESART,F,1746-06-12,Joseph,EARL OF DESART,wine & spirit merchant,Barbara,BIRNIE,gardener
John,HOWARD,M,1757-05-12,Donald,HOWARD,constable,Mary,BURNETT,cooper
Julia,KNOWLES,F,1754-10-11,Robert,KNOWLES,dressmaker,Agnes,TROTTER,blacksmith
Roderick,HARRISON,M,1749-05-10,Joseph,HARRISON,domestic servant,Agnes,KENT,carpenter
John,BENN,M,1755-06-23,John,BENN,farmer,Jane,BLACK,labourer
Jane,WHITE,F,1747-11-04,John,WHITE,iron works lab,Smith,WOOD,printer and stationer
Norman,JORDAN,M,1748-03-19,Thomas,JORDAN,saddler,Mary,GRUNDY,servant
Mary,FULLERTON,F,1760-01-16,Richard,FULLERTON,railway mechanic,Mary,HART,tailor
Susan,FLETCHER,F,1746-07-17,Andrew,FLETCHER,bleacher,Ann,COOK,shop assistant in greengrocer's
Marjory,KENNETT,F,1751-05-20,Robert,KENNETT,foreman fire service,Janet,SHAW,lab
George,JANE,M,1745-05-23,Thomas,JANE,gas fitter,Janet,PEPPER,farmer
Johanna,POTTER,F,1749-01-28,Robert,POTTER,paper maker,Mary,WALLS,spinner
Helen,MILLETT,F,1745-11-10,George,MILLETT,saddler,Margret,YELLARD,lab
Mary,JONE,F,1746-04-15,William,JONE,bricklayer,Christina,HARROD,moulder
Agnes,GIBBS,F,1750-09-18,James,GIBBS,miner,Agnes,GRUNDY,salvation army officer
Samuel,MCCOOMBS,M,1748-09-09,Alexander,MCCOOMBS,carpenter,Janet,FRY,sailor
Ellen,POWELL,F,1748-07-30,William,POWELL,farmer,Agnes,OWEN,lab
Mary,HARRIS,F,1748-05-01,John,HARRIS,accountant,Elisabeth,MUDD,printer
Euphemia,PLATT,F,1747-05-15,Alexander,PLATT,house servant,Ann,RANSON,stitcher
John,PARKER,M,1746-10-11,John,PARKER,plumber,Isabella,WILLIAM,inspector of munitions
Jeanie,OLDERSHAW,F,1752-03-05,Andrew,OLDERSHAW,labourer,Mary,WILLIAMS,tailor
Thomas,ONSLOW,M,1747-06-30,Robert,ONSLOW,lab,Elizabeth,STEDMAN,narrow ribbon handloom weaver
William,MCQUEEN,M,1759-03-31,Matthew,MCQUEEN,telegraph asst,Agnes,PHIGHTON,fish & game dealer
Jane,TROUP,F,1744-04-03,David,TROUP,corn factor and seedsman,Jessie,LENNARD,coal miner
Willi,TONGE,M,1747-04-05,Mark,TONGE,army officer,Margaret,BASKETFIELD,servant
Mary,TEMPLER,F,1746-05-27,James,TEMPLER,master saddler,Barbara,WINSOR,hat-maker
Cath,WALTON,F,1746-07-09,Thos,WALTON,brassfounder,Elizabeth,TREDWELL,farm labourer
David,SHEA,M,1756-06-15,Nathanieal,SHEA,"marine engineer, fitter",Anne,POTTER,farmer
Thomas,SUNDERLAND,M,1748-03-02,Alexander,SUNDERLAND,farm lab,Margaret,FRESHWATER,brass moulder
William,JONES,M,1748-02-09,Thos,JONES,basket worker,Marge,TAYLOR,cordwainer
Mary,ASHFORD,F,1747-11-03,Allan,ASHFORD,refreshment contractor,Maggie,PIERCE,labourer
Thomas,HOLLAND,M,1748-06-12,Robt,HOLLAND,resident maid,Margaret,ATKINS,ironmonger
Isabella,PARKINSON,F,1746-07-26,John,PARKINSON,butcher,Ellen,IRVINE,blacksmith
John,BROWN,M,1745-03-31,Alexander,BROWN,weaver,Mary,MURRAY,agent for kenmare estates
Helen,BRAILSFORD,F,1747-11-23,Robert,BRAILSFORD,brass finisher,Margaret,RODGERS,labourer
William,SAUNDERS,M,1755-11-05,Patrick,SAUNDERS,shepherd,Helen,SMITH,publican & innkeeper
James,FAULCONER,M,1746-07-12,Hugh,FAULCONER,blacksmith,Agnes,WOOD,rsm soldier
Elizabeth,QUICK,F,1745-12-06,William,QUICK,teacher,Helen,ORTON,farmer
Peter,GUNTON,M,1746-09-11,John,GUNTON,tailoress,Margaret,SNELLING,farmer
Charles,LARCOMBE,M,1750-04-10,Alex,LARCOMBE,master merchant mariner,Margaret,ROSS,farm bailiff
Helen,WATSON,F,1749-01-05,Alexander,WATSON,farmer,Nellie,ENGLISH,coal merchant
Agnes,WEIR,F,1752-07-27,Archibald,WEIR,agricultural worker,Helen,NEVIN,"teacher, music"
Roderick,OWEN,M,1755-12-16,John,OWEN,farmer,Mary,RUMBOLD,labourer
Maggie,PINNELL,F,1751-01-14,George,PINNELL,labourer,Helen,HIGHAM,builder
William,RUSBY,M,1746-02-18,Henry,RUSBY,labourer,Catherine,PEARCE,land owner
Robert,WEST,M,1748-11-16,John,WEST,brickmaker,Mary,MARCH,farmer
Mary,LOCH,F,1749-11-16,Alfred,LOCH,steam roller driver,Annie,MCMILLAN,miller
Hughina,HALL,F,1751-08-15,John,HALL,greengrocer,Jane,ALLCOCK,analytical chemist
Sarah,SIMPSON,F,1748-01-14,Wm,SIMPSON,dressmaker,Mary,OWENS,shipwright
James,MCANALLY,M,1753-05-17,James,MCANALLY,farrier,Elizabeth,DUNNET,fancy weaver
Robert,MARSHALL,M,1748-09-05,John,MARSHALL,station book stall manager,Margaret,FRY,chemist
Alex,CORY,M,1772-03-14,John,CORY,cottager,Annie,JORDON,chemist
Barbra,HOWATHS,F,1749-05-17,Ed,HOWATHS,cook,Maggie,SATCHWELL,drapery salesman
Gorge,KEATES,M,1751-03-15,John,KEATES,labourer,Helen,WILKINSON,housemaid
George,HARPER,M,1747-04-08,John,HARPER,farm lab,Mary,SAGE,farmer
Annie,HOWES,F,1747-01-02,Gavin,HOWES,labourer,Jane,HOLROYD,labourer
Euphemia,MORAN,F,1748-04-03,Thomas,MORAN,ships carpenter,Isabella,MCINNES,husbandman
Mary,WRIGHT,F,1748-01-16,John,WRIGHT,iron worker,Georgeianie,BARNES,railway labourer
Mary,WRIGHT,F,1748-01-16,John,WRIGHT,iron worker,Georgeianie,BARNES,railway labourer
Patrick,MOYES,M,1752-10-25,Wm,MOYES,lock manufacturer,Hellen,HELLAM,horseman on farm
Jane,SMITH,F,1756-02-09,John,SMITH,yeoman farmer,Charlotte,MCINNIS,ag lab
David,BULLOCK,M,1749-11-25,Willia,BULLOCK,joiner,Isabella,BETTS,carpenter
Margaret,GLOVER,F,1748-02-16,George,GLOVER,butcher,Betsy,KINGHORN,farrier
Mary,COOPER,F,1753-08-05,Andrew,COOPER,gentleman,Christina,HOPKINS,labourer
Isabella,COLES,F,1750-09-15,Robert,COLES,watchmaker,Margaret,EVANS,gentleman
Helen,READ,F,1748-01-15,George,READ,washerwoman,Janet,AYERS,musician
Christina,MCVEY,F,1748-08-14,Thomas,MCVEY,glass cutter,Margaret,OSBORN,teacher
Maggie,PALMER,F,1755-04-18,William,PALMER,ag lab,Barbara,MCKECHNIE,yeoman
Elizabeth,TRUEMAN,F,1749-09-03,Henry,TRUEMAN,ag lab,Mary,NEWTON,copper kettle maker
William,MORGAN,M,1750-09-07,Francis,MORGAN,railway porter,Agnes,GROVES,blacksmith
James,HIGGINS,M,1750-07-08,James,HIGGINS,vicar,Annie,ILSCOMBE,station master
Mary,WATSON,F,1750-12-16,Alexr,WATSON,bricklayer,Jemima,BUNKLE,lab
Elizabeth,TIPLING,F,1747-12-17,John,TIPLING,drapers asst,Esther,WOODFORD,ag lab
Elizabeth,HOOP,F,1750-01-27,Andrew,HOOP,tailoress,Catherine,MILLER,publican
Mary,WATSON,F,1746-11-07,David,WATSON,coal miner,Mary,PAIN,overlooker (stuff weaving)
Willia,MILLER,M,1750-10-07,James,MILLER,jack frame tenter (cotton mill),Jane,WOOLSEY,collier
Alexr,BENN,M,1748-02-15,Charles,BENN,domestic servant,Jane,HOWARTH,farm labourer
Helkiah,BREWSDER,M,1750-05-06,John,BREWSDER,plumber,Jane,HEATHERMAN,milliner
Alexander,KENYON,M,1757-11-17,Thomas,KENYON,gas fitter,Charlotte,THOMSON,boatman (canal)
Margaret,GRANT,F,1746-09-15,John,GRANT,fisherman,Betsy,PENNY,glassmaker
Duncan,BERRY,M,1748-09-14,Alexander,BERRY,farm labourer,Gorgenia,HAHICK,stone mason
Jane,PACEY,F,1748-03-09,Malcolm,PACEY,gas fitter,Mary,MEADS,warp dresser
Jessie,PEARS,F,1752-01-02,James,PEARS,rivetter,Emma,PRICE,nannie
Jane,KEEP,F,1746-12-22,John,KEEP,cab driver,Christina,BENNETT,boilermaker
Andrew,LOWDON,M,1746-09-11,Thomas,LOWDON,master bootmaker,Margaret,SMITH,licensed victualler
Mary,TAYLOR,F,1747-02-04,William,TAYLOR,baker,Jane,DUNN,"civil servant, inland revenue, executive grade"
Mary,TAYLOR,F,1747-02-04,William,TAYLOR,baker,Jane,DUNN,"civil servant, inland revenue, executive grade"
Agnes,TAYLOR,F,1747-02-04,William,TAYLOR,baker,Jane,DUNN,"civil servant, inland revenue, executive grade"
Marjory,HARRIS,F,1751-08-26,John,HARRIS,file cutter,Margret,MITCHELL,labourer
William,HOLME,M,1748-03-20,William,HOLME,joiner,Jessie,LOVELL,farm lab
Edward,DAVES,M,1749-01-12,Willia,DAVES,collier,Mary,POPE,patternmaker
Henry,HICKS,M,1757-11-10,James,HICKS,deer keeper,Jessie,CROSS,artist
Elizabeth,WILKES,F,1748-09-28,William,WILKES,clerk,Mary,WIDDOWSON,baker
