FirstName,LastName,Gender,DateofBirth,FatherFirstName,FatherLastName,FatherOccupation,MotherFirstName,MotherLastName,MotherOccupation
Annie,DAY,F,1742-03-10,Hugh,DAY,farmer,Williamina,BANKS,excise officer
Susan,PIGOT,F,1745-10-31,William,PIGOT,lab,Agnes,WARD,miner
Eliza,LIFFEN,F,1742-10-17,James,LIFFEN,florist,Isabella,GORDON,clockmaker
Thomas,WALBY,M,1744-10-12,Peter,WALBY,tailor,Ann,BULLOWS,paviour
Elizabeth,NEWCOMBE,F,1739-12-24,William,NEWCOMBE,corn miller,Alexandrina,RENTON,farmer
Jane,GIBBS,F,1747-12-12,James,GIBBS,army private,Elizabeth,RITCHIE,button maker
Hannah,GOVEN,F,1743-02-21,John,GOVEN,coal merchant,Maggie,MILNER,bootmaker
John,ROGERS,M,1738-08-24,Daniel,ROGERS,butcher,Maria,ADAMS,solicitor
Mary,ROGERS,F,1738-08-24,Daniel,ROGERS,butcher,Maria,ADAMS,solicitor
Rose,ROGERS,F,1738-08-24,Daniel,ROGERS,butcher,Maria,ADAMS,solicitor
Robert,ROGERS,M,1738-08-24,Daniel,ROGERS,butcher,Maria,ADAMS,solicitor
Lewis,FOX,M,1739-06-11,Alexander,FOX,quarryman,Mary,SCOTT,collector
Thomas,HAWKER,M,1742-09-02,John,HAWKER,gardener,Matilda,MATTHEWS,miner
George,WALKER,M,1742-03-02,William,WALKER,assistant school mistress,Emma,KENNEDY,bricklayer
Louisa,THOMAS,F,1741-09-01,John,THOMAS,servant,Maggie,TURNER,groom
Elizabeth,BARTLETT,F,1739-10-16,Peter,BARTLETT,ag lab,Jessie,CAPE,pawnbroker
Mary,PALLETI,F,1740-08-26,James,PALLETI,servant,Margaret,CONNEL,poulterers assistant
John,HOW,M,1743-03-08,John,HOW,carpenter,Christina,SIRRELL,gardener
Robert,PEARSE,M,1742-09-14,William,PEARSE,shoemaker,Catherine,KENNEDY,flour meal miller
Thomas,BOWMAN,M,1738-10-09,Dominick,BOWMAN,fruiterer,Jessie,MIDDLETON,miner
Susan,KNIGHT,F,1741-01-23,Peter,KNIGHT,motor engine assembler,Barbra,LUTT,carpenter
Michael,WILLIAMS,M,1741-01-06,James,WILLIAMS,carpenter,Marion,WEBB,saddler
Annie,MELTON,F,1745-07-30,James,MELTON,coal miner,Mgt,WILLIS,printers compositor
Ellen,NIESH,F,1742-07-18,Thomas,NIESH,miller,Christina,COLE,miner
Helen,HICK,F,1743-06-23,Chas,HICK,hatter,Martha,PARRENT,shipwright
James,PALMER,M,1740-04-02,Samuel,PALMER,hammer driver,Elizabeth,YOUNG,gardener
Ann,THORNILL,F,1737-02-27,James,THORNILL,leather currier,Ann,HATTER,"shipwright, preventive service"
Marion,TRUELOVE,F,1745-12-08,Alexr,TRUELOVE,asylum nurse,Margaret,CHAPMAN,apprentice pharmacist
Annie,WOODHOUSE,F,1739-04-03,Charles,WOODHOUSE,labourer,Elizabeth,PAWSEY,motor mechanic
Margaret,WILSON,F,1744-05-29,Jno,WILSON,glove knitter,Elizabeth,TOWERS,footman
Catherine,BRIGGS,F,1743-01-29,David,BRIGGS,butcher,Selenia,BUNYAN,coal miner
Kate,ROBINSON,F,1742-08-12,Alexr,ROBINSON,soap factor,Margaret,SLACK,puddler
Thos,HITCHCOCK,M,1741-04-28,Willia,HITCHCOCK,fuel overseer,Georgina,JONES,miner
Alexander,TODD,M,1742-11-11,Alexander,TODD,bandsawyer,Margret,SHAW,shoemaker
James,MATHEWS,M,1740-08-07,Robert,MATHEWS,farm lab,Catherine,ELLIS,druggist
Christina,HUGHES,F,1740-11-24,Thomas,HUGHES,army agent,Graham,BARNAGE,cooper
Janet,FORD,F,1752-10-06,William,FORD,labourer,Jessie,MCGAVEY,grocer's assistant
Joseph,MURRAY,M,1751-09-10,Dommick,MURRAY,teacher,Mary,CLARKE,needlewoman
Hannah,COCHRANE,F,1738-06-16,Charles,COCHRANE,labourer,Susan,HARRELL,copperplate worker
Alexander,GULLAN,M,1748-02-23,Ormond,GULLAN,labourer,Helen,CULLEN,labourer
Helen,EVAN,F,1738-12-09,John,EVAN,army,Margaret,BASKERVILLE,labourer
Marion,EVAN,F,1738-12-09,John,EVAN,army,Margaret,BASKERVILLE,labourer
Elizabeth,BICKLE,F,1740-02-16,James,BICKLE,farmer,Wilhelmine,GOODER,labourer
Jas,COOPER,M,1742-10-30,Peter,COOPER,carpet designer,Agnes,HARRIS,domestic servant
Adam,FRANCIS,M,1747-02-04,John,FRANCIS,ag lab,Elizabeth,COTRELL,solicitors clerk
Alice,PATEY,F,1740-03-18,Andrew,PATEY,labourer,Agnes,SINCLAIR,ag lab
Christina,MEGOWAN,F,1742-08-31,George,MEGOWAN,engine fitter,Margaret,HANDCOCK,master mariner
John,PENNYFATHER,M,1738-09-26,David,PENNYFATHER,carpenter,Janet,POTTERTON,hairdresser
Isabella,SIVELL,F,1747-02-13,Edwd,SIVELL,cattle dealer,Charlotte,LOVERING,coal miner
Mary,HUMPBATCH,F,1742-10-20,Thomas,HUMPBATCH,shorthand typist,Alice,CLARKE,blacksmith
Jane,LONG,F,1740-04-17,Edward,LONG,general labourer,Christina,SHEPHERD,servant
David,ROBINSON,M,1748-10-14,Duncan,ROBINSON,porter,Eleanor,MCRAE,moulder
David,CROOK,M,1746-10-21,John,CROOK,"general manager, electric supply company",Caroline,LONGHURST,clockmaker
Moses,REID,M,1743-02-02,Alexander,REID,gentlemans gardener,Isabella,REDFERN,coachman
Ann,LOFTING,F,1749-09-26,James,LOFTING,licensed victualler,Sarah,HEPBURN,carpenter
John,HODSKIP,M,1739-04-24,John,HODSKIP,farmer,Annie,TAYLOR,grocers assistant
Duncan,TUNICLIFFE,M,1738-09-15,Robert,TUNICLIFFE,transport worker,Cath,CUNNINGHAM,insurance inspector
Hugh,LEACH,M,1746-04-08,John,LEACH,bricklayer,Mary,GARDENER,tobacco factory machinist
Jessie,SMITH,F,1738-08-03,John,SMITH,farmer,Margaret,ROBERTSHAW,miner
Alexander,MARTIN,M,1740-08-29,Angus,MARTIN,pattern maker,Annie,WILLIS,fisherman
David,JORDAN,M,1741-09-14,Hugh,JORDAN,domestic cook,Mary,PIXTON,blacksmith
James,PECK,M,1748-07-13,Alexander,PECK,accounts clerk,Mary,WILLIAMS,pianoforte manufacturer
Isabella,MERCIK,F,1742-05-21,James,MERCIK,labourer,Margaret,BRYANT,post office clerk
Jane,MORTIMER,F,1741-11-15,Robert,MORTIMER,carman,Kate,MIGEN,builder
John,JOHNSTON,M,1739-06-08,James,JOHNSTON,school master,Annie,NOTTINGHAM,lab
James,HOWARD,M,1740-12-31,Robert,HOWARD,hairdresser,Margt,RAY,lab
Tirvil,WOODRIFF,M,1747-12-25,Adam,WOODRIFF,farmer,Robina,HILL,mariner
Robert,MANSON,M,1742-09-05,Robert,MANSON,watch maker,Jeanie,BRYAN,labourer
John,MONDAY,M,1743-11-29,James,MONDAY,general servant,Isabella,WYNNE,farmer
Cathrine,ANGUS,F,1740-07-05,Thomas,ANGUS,plumber,Mary,WRIGHT,farm servant
Helen,WINSTONE,F,1740-03-18,David,WINSTONE,collier,Betsy,LEWIS,labourer
Margaret,CRANE,F,1747-04-24,Alexander,CRANE,farm labourer,Helen,WRIGHT,farm lab
Catherine,SEVERN,F,1740-07-23,Daniel,SEVERN,book keeper,Christina,BOND,grocery assistant
John,CROMPLIN,M,1754-08-16,James,CROMPLIN,blacksmith,Mary,MAUNDER,carpenter
Donald,NEGUS,M,1741-09-06,William,NEGUS,butcher,Janet,SALT,ward maid
Andrew,GLEN,M,1740-05-05,Peter,GLEN,cheesemonger,Marion,MONAGHAN,cabinet maker
Georgina,OLDFIELD,F,1746-12-29,Leonard,OLDFIELD,farmer,Jane,DAVIS,carpenter
Jane,BURGESS,F,1742-10-22,Robert,BURGESS,printer,Lizzie,ROY,clergyman
Charlotte,HAYNS,F,1746-01-29,John,HAYNS,coachman,Jane,POPE,coal dealer
Elizabeth,HUMPREYS,F,1740-05-06,Robert,HUMPREYS,farm lab,Mary,WARREN,domestic engineer
Hugh,HOYLE,M,1741-06-20,David,HOYLE,latch maker,Lilias,GRABHAM,soldier
Anna,WEIR,F,1739-01-22,James,WEIR,butcher,Mary,MAN,engineer
John,MANSON,M,1740-08-31,Robt,MANSON,cotton warper,Janet,MOYAN,draughtsman
Elsie,MANSON,F,1740-08-31,Robt,MANSON,cotton warper,Janet,MOYAN,draughtsman
Alexander,MOBBS,M,1758-09-02,John,MOBBS,bricklayer,Catherine,BEEDLINE,domestic servant
Lucy,CLAYTON,F,1741-04-03,John,CLAYTON,ladys maid,Margaret,SPIVEY,decorator
Alex,HARDIE,M,1738-07-07,William,HARDIE,cigarette maker,Marion,PACEY,coal miner
John,WEIR,M,1739-06-24,John,WEIR,labourer,Hellen,GARSIDE,labourer
Daniel,JACQUETT,M,1739-04-30,Archibald,JACQUETT,cotton spinner,Hannah,FOSTER,carter
Margaret,ARCHER,F,1738-10-01,Robert,ARCHER,farmer,Jessie,COLE,farm worker
Jane,HOWARTH,F,1740-06-09,George,HOWARTH,hairdresser,Isabella,CARMICHIEL,commercial traveller
Eliza,FLINN,F,1742-01-27,John,FLINN,printer,Helen,OCALLIHAN,glass worker
Elizabeth,SAFEGUARD,F,1738-06-01,William,SAFEGUARD,labourer,Ellen,HOLLINS,farmer
Robert,BATCHLOR,M,1741-03-04,Jas,BATCHLOR,grocer,Ann,FINDLAY,miner
Mary,BATCHLOR,F,1741-03-04,Jas,BATCHLOR,grocer,Ann,FINDLAY,miner
Catherine,REED,F,1742-06-21,Willia,REED,high constable,Bella,ADAMS,servant
David,NAILOR,M,1740-02-19,John,NAILOR,common carrier,Jane,COOPER,master blacksmith
Samuel,HARVEY,M,1749-11-24,John,HARVEY,flesher master,Elizabeth,GRIFFITH,labourer
Jessie,MORGAN,M,1741-04-05,Robert,MORGAN,farmer,Eliza,EGAN,carpenter
Jas,UPTON,M,1744-06-15,George,UPTON,weaver,Lilias,LAIRD,brickmaker
Mary,MURDOCH,F,1742-10-04,Alexander,MURDOCH,farmer,Christina,CORNABY,gardener
David,DOUGLAS,M,1742-12-26,James,DOUGLAS,blacksmith,Henrietta,FREEMAN,market gardener
Margaret,WILLIAMSON,F,1742-01-18,William,WILLIAMSON,railway employee warehouseman,Mary,OLDERSHAW,labourer
Donald,SMALLY,M,1738-09-18,John,SMALLY,fireman,Clara,HOWELL,grocer and tea dealer
Margaret,CORTNEY,F,1739-12-15,Andrew,CORTNEY,merchant,Bethea,BURNET,lab
Jane,RIGG,F,1753-07-10,Alexr,RIGG,collier,Sarah,HUDSON,silversmith
Alexr,WEBBER,M,1750-05-17,John,WEBBER,pig dealer,Mary,ROBSON,gardener
Agnes,DAVIES,F,1743-12-20,Joseph,DAVIES,stone mason,Elizabeth,POLLARD,schoolmaster
Alexander,DAVIES,M,1755-11-05,Patrick,DAVIES,butcher,Mary,PRITCHARD,bricklayer
Margaret,HOUSEMAN,F,1739-08-21,Wm,HOUSEMAN,parish clerk,Emma,DOWLING,baptist minister
Isabella,WOODCRAFT,F,1741-07-05,Alexr,WOODCRAFT,incumbent,Ann,PIKE,carver & gilder
Robert,MALDEN,M,1747-11-26,James,MALDEN,ships clerk,Elizabeth,BURDEN,sheet steel parer
John,KAY,M,1739-12-12,James,KAY,gardener,Agnes,STOGDEN,school teacher
Joseph,NOBLE,M,1750-05-25,Samuel,NOBLE,labourer,Margaret,MCCOURT,labourer
Robert,COOPER,M,1744-08-27,Wm,COOPER,butcher,Catherine,PAYNTON,tailor
Sarah,WILLIAMS,F,1742-05-13,James,WILLIAMS,miller,Mary,GAY,solicitor
Jane,TURTON,F,1741-05-01,Patrick,TURTON,draper,Ann,SUTTILE,labourer
Peter,CHEW,M,1742-09-03,Robert,CHEW,"engineer, master (deceased)",Elizabeth,LANKESTER,brass worker
Arthur,CHEW,M,1742-09-03,Robert,CHEW,"engineer, master (deceased)",Elizabeth,LANKESTER,brass worker
Robert,SHAFTOE,M,1742-10-02,John,SHAFTOE,chemist,Marion,ALDRED,dressmaker
Cathrine,STOTT,F,1746-05-22,Murray,STOTT,minister of religion,Ann,ROGERS,french polisher
Alice,WILKES,F,1745-06-21,Alexander,WILKES,dressmaker,Mary,REES,labourer
Jane,BARTLETT,F,1740-05-11,William,BARTLETT,labourer,Marion,LIVESEY,ag lab
Thomas,CALLANDAR,M,1741-02-16,Frederick,CALLANDAR,presbyterian minister,Merrin,GLEAVE,labourer
George,BELL,M,1745-10-18,William,BELL,boatsman,Jessie,PETTITT,lace maker
James,DODD,M,1742-06-11,Francis,DODD,farmer,Jane,VARLY,joiner
Jane,HARRISS,F,1739-01-13,William,HARRISS,general dealer,Margaret,STANTON,hotel keeper
Andrew,MILLER,M,1742-08-14,Alexander,MILLER,engine fireman,Marion,CONNEL,carpenter
Mary,TODD,F,1739-12-29,William,TODD,domestic servant,Annie,CLEELOW,tallow chandler
Jessie,TURNER,F,1747-05-16,James,TURNER,lab,Susan,BANGHAM,weaver
William,PREECE,M,1746-04-26,John,PREECE,"office clerk, shoe factory",Margaret,HARBORNE,yeoman farmer
Bridget,FENTON,F,1742-02-09,Alexander,FENTON,grain salesman,Augusta,MADDAN,"district foreman, waterboard"
Georgina,BLOW,F,1741-11-04,Angus,BLOW,development electrical engineer,Agnes,LUDBROOK,stonemason/dyker
Mary,GLEN,F,1742-11-21,Robert,GLEN,farmer,Margaret,HEYWOOD,carriage hand
Mary,CROMBIE,F,1741-10-22,Andrew,CROMBIE,farmer,Isabella,MORRISON,joiner
Margaret,KIRKHAM,F,1745-03-21,James,KIRKHAM,limeburner,Elsie,BRIGGS,domestic servant
James,TELFORD,M,1745-12-20,Willia,TELFORD,inspector of traffic,Catherine,WILLIAMS,servant
Alexander,ROBSON,M,1740-04-19,Love,ROBSON,tailoress,Christian,HALEY,coach maker
John,THORNILL,M,1739-12-29,James,THORNILL,leather currier,Ann,HATTER,"shipwright, preventive service"
Euphemia,NEAL,F,1740-12-20,James,NEAL,weaver,Jane,BOREHAM,servant
John,SOUTHER,M,1745-05-03,Thomas,SOUTHER,pointsman,Janet,BENNETS,gardener
Christina,RYAN,F,1741-11-08,Archibald,RYAN,cloth fuller,Janet,GORDON,blacksmith
William,BROWN,M,1742-10-10,Robert,BROWN,toolmaker,Maggie,LANCASTER,ag lab
James,TURNER,M,1740-01-27,Andrew,TURNER,cotton spinner,Ann,DRURY,publican
Donald,TURNER,M,1740-01-27,Andrew,TURNER,cotton spinner,Ann,DRURY,publican
George,TURNER,M,1740-01-27,Andrew,TURNER,cotton spinner,Ann,DRURY,publican
George,ROBERTS,M,1747-08-27,Matthew,ROBERTS,builder,Janet,BORD,carpenter
Agnes,CARTER,F,1742-04-19,George,CARTER,hairdresser,Mary,PARKER,labourer
Mary,LARDNER,F,1743-06-19,Alexr,LARDNER,labourer,Jessie,COLLINS,ag lab
Martha,WALTERS,F,1745-03-20,Hugh,WALTERS,bank clerk,Sarah,JOHNSON,operative cotton spinner
Robert,PIRLANE,M,1742-01-31,George,PIRLANE,mineral water maker,Jane,MORRIS,police constable
Elizabeth,CALDWELL,F,1741-06-06,Patrick,CALDWELL,jobbing labourer,Jessie,CHIDLEY,lab
Jane,WRIGHT,F,1739-09-19,Abraham,WRIGHT,brewers labourer,Jessie,EMMS,police constable
James,ELLIOTT,M,1739-12-27,John,ELLIOTT,cooper,Jane,ROBERTS,farmer
Peter,ABBOTT,M,1745-10-17,Alexander,ABBOTT,fisherman,Jessie,FERDINAND,"draughtsman, admiralty"
Marion,LOVELADY,F,1740-08-29,James,LOVELADY,farmer,Isabella,CHAMBERS,naval officer
Joseph,HEARN,M,1742-01-09,William,HEARN,joiner,Kate,BAILY,rector
Peter,CHEW,M,1745-03-01,Will,CHEW,ag lab,Louisa,MASON,blacksmith (foreman)
James,CHEW,M,1745-03-01,Will,CHEW,ag lab,Louisa,MASON,blacksmith (foreman)
John,HILL,M,1742-02-15,John,HILL,ironmonger,Mary,HOPKINS,mariner
John,WOODCOCK,M,1745-02-14,Allan,WOODCOCK,cordwainer,Dora,BARTEY,stone mason
Malcolm,PELLING,M,1741-12-24,Robert,PELLING,farmer,Alexandrina,FOWLER,labourer
Mary,COX,F,1741-03-21,John,COX,publican,Margaret,RAE,wheelwright
Angus,RAYMENT,M,1745-09-16,John,RAYMENT,schoolteacher,Eliza,POLLARD,carter
James,HEEKS,M,1742-03-09,Andrew,HEEKS,steel worker,Jessie,SHAW,bootmaker
Ewan,BALLANDS,M,1746-02-23,Dugald,BALLANDS,anchorsmith,Elizabeth,HERMATAGE,shoe dealer
Sarah,GRAYSHAW,F,1747-11-08,James,GRAYSHAW,woollen weaver,Mary,RAPLEY,labourer
Ann,POWELL,F,1742-02-28,Robert,POWELL,painter,Ellen,SIMMONDS,ag lab
Ann,JAMES,F,1741-07-16,John,JAMES,railway pointsman,Isabella,JENKINSON,shipwright
Jas,CARLTON,M,1741-03-31,Angus,CARLTON,ammunition worker,Isabella,EDWARD,wheelwright
Christian,ASTLE,F,1740-03-12,Murdo,ASTLE,miner,Hannah,RICHARDS,farmer
Sarah,BRIGHTWELL,F,1742-10-21,Duncan,BRIGHTWELL,factory cleaner,Margaret,TEE,drapery assistant
Ann,DUFFIELD,F,1747-02-01,George,DUFFIELD,butcher,Mary,BROWN,lab
Robert,BUCKMAN,M,1742-02-11,Thomas,BUCKMAN,publican,Mary,PAICE,cabinet maker
Margaret,BRAID,F,1743-01-16,Thomas,BRAID,farmer,Isa,TARRANT,weaver
Janet,HAWKINS,F,1744-05-20,James,HAWKINS,labourer,Jane,WOMFORD,ag lab
Andrew,SMITH,M,1742-08-04,James,SMITH,colliery manager,Annie,HALL,shoemaker
Margaret,WINN,F,1745-09-06,D,WINN,clerk,Margaret,ISHERWOOD,grain merchant
Ellen,DOWSON,F,1742-07-19,Wil,DOWSON,needlewoman,Alison,JACKMAN,chara proprietor
John,GALLICKER,M,1746-02-02,Willi,GALLICKER,ag lab,Margaret,HESTON,labourer
Elizabeth,GALLICKER,F,1746-02-02,Willi,GALLICKER,ag lab,Margaret,HESTON,labourer
Maryann,EVANS,F,1742-04-25,John,EVANS,sawyer,Christina,LANGLEY,mason
James,BOORE,M,1743-11-25,Patrick,BOORE,solicitors clerk,Catherine,BARNES,coal merchants carter
Margaret,SIMS,F,1739-06-09,Angus,SIMS,commercial clerk,Elizabeth,MORRIS,baker
George,BURFIELD,M,1743-12-05,William,BURFIELD,domestic cook,Mary,KINLOCH,lab
Christina,BEAUMONTH,F,1743-07-17,Matthew,BEAUMONTH,carpenter,Mary,MATHER,railway stoker
Mary,MURIEL,F,1741-03-29,Joseph,MURIEL,clothier,Jane,BARBER,short hand typist in civil servant
Willia,CRANCH,M,1747-10-10,Jas,CRANCH,servant,Agnes,HALLS,journalist
William,SHAPLAND,M,1748-07-04,Alexander,SHAPLAND,painter and decorator,Mary,ROCHE,butcher
James,VIRIGO,M,1739-12-31,Robert,VIRIGO,fisherman,Christina,HASKELL,spring knife cutler
Helen,BATES,F,1749-06-24,Peter,BATES,ag lab,Margaret,TUFFIN,tailor
Letitia,MUNRO,F,1742-04-22,Robert,MUNRO,porter,Margaret,ROBERTS,railway worker
John,HASKER,M,1742-10-29,John,HASKER,manufacturing jeweller,Agnes,BIRD,plasterer
Jane,MCGHEE,F,1740-02-04,William,MCGHEE,woollen draper,Sarah,PITT,master mariner
Margaret,PRUST,F,1740-07-07,Edward,PRUST,dressmaker,Agnes,DAWSON,farmer
Jane,BLACKFORD,F,1741-07-07,William,BLACKFORD,designer,Margaret,SUTTON,yeoman
Mary,GOLLIDGE,F,1748-11-25,James,GOLLIDGE,servant,Ellen,DURBAN,head gardener
David,RAMAGE,M,1747-08-17,Alexander,RAMAGE,railway porter,Elizabeth,MASON,stone mason
Martha,KNOTT,F,1745-03-19,James,KNOTT,labourer,Mary,PATCHET,stoker
Robert,SANGSTER,M,1744-09-16,George,SANGSTER,farmers daughter,Isabella,CLANCY,tailor
Bell,LARDEAU,F,1744-10-21,Henry,LARDEAU,farmer,Bridget,MILLS,file cutter
Hugh,HENDERSON,M,1740-09-02,William,HENDERSON,butcher,Marjory,REED,farmer
Margret,HOUGH,F,1742-08-07,Peter,HOUGH,gardener,Jane,WOOD,pawn broker
Mary,RAND,F,1745-08-13,James,RAND,labourer,Jane,DARLY,farmer
Isabella,RIMMER,F,1741-04-27,Patk,RIMMER,silk weaver,Jane,BECK,cab owner
Jane,RHODES,F,1761-05-07,George,RHODES,groom,Stewart,FERGUSON,collier
Janet,BURCH,F,1754-09-25,Joseph,BURCH,coalminer,Mary,ROBERTS,labourer
Maggie,BRIGHTMAN,F,1743-08-14,George,BRIGHTMAN,coal miner,Lillian,CHIDDOCK,school teacher
Barbara,MARKS,F,1743-11-20,John,MARKS,weaver,Margt,ROUTLESS,labourer
Alexr,COLLINS,M,1742-06-23,John,COLLINS,engine driver,Margaret,GRAY,labourer
Mar,HICK,F,1740-12-13,James,HICK,woollen merchant,Jessie,POOL,hat manufacturer
Margaret,MCQUADE,F,1746-04-18,John,MCQUADE,farmer,Helen,SPENCER,"wraf, waitress"
David,JAFFRAY,M,1748-05-11,Ronald,JAFFRAY,stevedore,Margaret,WHITEHOUSE,outdoor labourer
Margaret,PHIPPS,F,1741-08-14,Robert,PHIPPS,"window dresser, department store",Janet,AYER,farmer
Abraham,RICH,M,1744-05-05,Robert,RICH,farm lab,Anne,SPENCE,farm labourer
Matilda,GRISI,F,1744-07-14,John,GRISI,lab,Margaret,JOHN,weaver
Adam,GOUGH,M,1742-09-23,John,GOUGH,labourer,Elizabeth,REID,brewers labourer
Helen,PENAN,F,1743-12-07,James,PENAN,boot closer,Ann,LOWELL,publican / inn keeper
Catherine,YOUNIE,F,1743-12-27,James,YOUNIE,labourer,Mary,MATHERS,ag lab
Farquhar,YOUNIE,M,1743-12-27,James,YOUNIE,labourer,Mary,MATHERS,ag lab
Jemima,MOORE,F,1746-02-13,Peter,MOORE,labourer,Janet,KEOGH,farmer (tenant)
Catherine,FOREMAN,F,1748-08-17,Campbell,FOREMAN,whitesmith,Jane,SMITH,shoe machinist
Alexander,WALKER,M,1742-10-11,Willm,WALKER,farmer,Mary,KING,commercial traveller
Peggie,OROYD,F,1743-09-16,John,OROYD,printer,Isabella,HENDERSON,skipper
Mary,PALLETI,F,1742-04-09,James,PALLETI,servant,Catherine,MCGRAVEY,handle setter
Mary,PLUMPTON,F,1742-06-27,Hugh,PLUMPTON,labourer,Isabella,MIDDLETON,saw mills labourer
Annie,SOUTHERN,F,1742-09-24,Joseph,SOUTHERN,scavenger (street cleaner),Margaret,SMITH,munitions worker (cotton mixer)
James,CONDRAN,M,1745-07-19,James,CONDRAN,coach builder,Ann,JONES,of independent means
Thomas,ROBERTS,M,1740-04-28,Edward,ROBERTS,whitesmith,Catharine,MAY,police constable
Thos,SEELY,M,1748-06-30,William,SEELY,pipe moulder,Eliza,STANESFIELD,railway fireman
Bess,MCPHERSON,F,1743-07-01,James,MCPHERSON,shoemaker,Christian,BEECH,fitter
Alexr,RUNHAM,M,1744-06-19,Donald,RUNHAM,labourer,Margt,SCOTT,barman
Cathren,THOMPSON,F,1744-09-22,John,THOMPSON,fitter,Margaret,WILLIAMS,tanner
Thomas,SAUNDERS,M,1743-03-21,James,SAUNDERS,weaver,Jane,PHILLIPS,mining agents clerk
Janet,COLOGAN,F,1756-09-11,Donald,COLOGAN,accountant,Eliza,THOMAS,grocer
William,HITCHISON,M,1744-10-07,David,HITCHISON,pilot,Janet,BADWIK,schoolmaster
Margaret,CRAWFORD,F,1741-04-13,Murdoch,CRAWFORD,post mistress,Johann,ROBINSON,labourer
William,BOLTON,M,1744-09-24,James,BOLTON,tailor,Jessie,KING,shoemaker
John,EDWARDS,M,1741-05-15,Thomas,EDWARDS,domestic service,Jessie,HYNDMAN,framework knitter
Barbara,MILLANY,F,1749-04-30,Wiliam,MILLANY,"wholesale teadealer, grocer",Annie,CROW,ag lab
Thomas,OSTLER,M,1748-07-11,Stewart,OSTLER,ag lab,Jane,STANDLEY,blacksmith
David,LETT,M,1747-05-15,Thomas,LETT,dairyman,Bella,THOMSON,smith
James,MUNRO,M,1744-04-25,Thomas,MUNRO,foreman porter,Jessie,BAILY,british army officer
Alexander,LOVELL,M,1750-05-29,Peter,LOVELL,"government clerk, gpo",Mary,FURBER,carpenter
Margaret,FISHER,F,1743-02-04,Thomas,FISHER,farmer,Elizabeth,AVREY,warehouseman
Willm,REES,M,1746-03-25,James,REES,labourer,Mary,LENTIN,merchant seaman
Charlotte,KERRY,F,1743-02-12,Donald,KERRY,blacksmith,Jane,FENTON,clerk
Jane,ROBERTSON,F,1741-04-30,Francis,ROBERTSON,lab,Nicholas,ABRAMS,farmer
Helen,FORREST,F,1744-05-24,Joseph,FORREST,assisting on father's farm,Chirsty,GILCHRIST,labourer
Jane,COCHRANE,F,1743-01-14,Charles,COCHRANE,labourer,Susan,HARRELL,copperplate worker
Christina,BRITTON,F,1742-08-14,Patrick,BRITTON,labourer,Mary,CROWTHER,baker
Robert,BOWN,M,1749-01-21,James,BOWN,labourer,Mary,DALE,servant
Mary,HOUSTON,F,1767-04-22,Alexander,HOUSTON,gardener,Margaret,BROOKES,priest
John,BLACK,M,1742-07-20,John,BLACK,accountant,Jean,BLACKBURN,school mistress
Cecillia,HEART,F,1746-02-15,Thos,HEART,jobbing journeyman joiner,Margaret,MOSELEY,sawyer
George,WHITTLE,M,1741-05-07,Alex,WHITTLE,milliner,Catherine,SLATTER,mason
William,HARDIE,M,1741-07-05,William,HARDIE,cigarette maker,Marion,PACEY,coal miner
James,CLARK,M,1744-05-11,William,CLARK,builder,Annie,MCPHERSON,wheelwright
Elizabeth,SMITH,F,1748-07-04,Margaret,SMITH,newsagent,Elizabeth,GILBANKS,nailer
James,GLAISHER,M,1744-08-18,James,GLAISHER,cordwainer,Elizabeth,WARD,book keeper
Robert,KEYAN,M,1742-09-01,Andrew,KEYAN,timber works lab,Jessie,HARVEY,tenant farmer
Janet,ANDERSON,F,1744-05-24,William,ANDERSON,groom,Helen,GARLAND,ag lab
John,SMITH,M,1742-09-18,John,SMITH,farmer,Margaret,ROBERTSHAW,miner
Alexander,PATERSON,M,1744-06-01,William,PATERSON,advocate,Ann,MOORE,schoolmaster
James,BURNLEY,M,1746-08-26,John,BURNLEY,corn miller,Ellen,LEATHERBARROW,gardener
James,DOWING,M,1741-02-07,Thomas,DOWING,furniture manufacturer,Catherine,ATKIN,carpenter
Mary,LINFIELD,F,1741-11-10,Robert,LINFIELD,innkeeper,Ann,TURNER,newsagent
Elizabeth,ROGERS,F,1741-10-06,Daniel,ROGERS,butcher,Maria,ADAMS,solicitor
Maggie,ELVREY,F,1757-10-03,James,ELVREY,solicitor (railway),Isabella,SANDERLAND,needle paperer
Jean,YOUNG,F,1743-05-26,Thomas,YOUNG,builder & contractor,Euphemia,RAE,carpenter
Henry,HOWARD,M,1746-02-13,James,HOWARD,blacksmith,Elizabeth,WARRE,composition maker
Janet,TUNICLIFFE,F,1748-07-13,Robert,TUNICLIFFE,transport worker,Cath,CUNNINGHAM,insurance inspector
Adam,SMALLY,M,1747-05-29,John,SMALLY,fireman,Clara,HOWELL,grocer and tea dealer
Margaret,ADCOCK,F,1744-04-10,James,ADCOCK,miner,Jessie,RICHARDSON,traveller
Jane,REED,F,1744-12-20,James,REED,blacksmith,Mary,TIBBOTT,baker
Mary,ARCHER,F,1743-12-04,Robert,ARCHER,farmer,Jessie,COLE,farm worker
John,BOWMAN,M,1743-03-04,Dominick,BOWMAN,fruiterer,Jessie,MIDDLETON,miner
Donald,JONES,M,1742-05-21,William,JONES,headmaster - board school,Robertina,TUGOLD,collier
