rec-id,FirstName,Gender,LastName,FatherLastName,DateofBirth,FatherFirstName,FatherOccupation,MotherLastName,MotherFirstName,MotherOccupation,Occupation
rec-248-org,Alexander,M,SUMMERS,SUMMERS,1735-12-07,Dugald,labourer,DUFF,Mary,lab,spinner
rec-249-org,John,M,ENGLISH,ENGLISH,1739-11-18,Robert,tailor,CHALMERS,Margaret,carriage works tinsmith,farmer
rec-25-org,Eliza,F,HARD,HARD,1725-11-27,George,mason,HUTTON,Annie,blacksmith,labourer
rec-250-org,Edward,M,FINLAY,FINLAY,1735-02-24,James,clothier,WESTERN,Marion,printers machine ruler,furnace tenter
rec-251-org,Thomas,M,HONES,HONES,1737-07-26,Alexander,butcher,CONNELL,Therese,shop assistant,woollen twister
rec-252-org,Lillias,F,HUGHES,HUGHES,1740-10-23,James,cottager,SAMBROOK,Agnes,boot and shoe maker,jeweller and watchmaker
rec-253-org,James,M,JEPSON,JEPSON,1739-07-17,Samuel,carter,ADDIS,Janet,miner,electrician
rec-254-dup-0,Alexanfer,M,BERRY,BERRY,1732-12-05,Alexander,farm labourer,HAHICK,Gorgenia,stone mason,store keeper, south indian railway
rec-254-org,Alexander,M,BERRY,BERRY,1732-12-05,Alexander,farm labourer,HAHICK,Gorgenia,stone mason,store keeper, south indian railway
rec-255-org,Donald,M,GREEN,GREEN,1745-06-29,William,fustian cutter,BELL,Marion,cafe proprietor,lab
rec-256-org,Robert,M,BACKHOUSE,BACKHOUSE,1735-11-19,Thomas,ag lab,DAVIDSON,Jane,assistant secretary, museum,coal miner
rec-257-org,Eliza,F,GRAY,GRAY,1734-09-17,William,colliery checkweighman,SHANKS,Jane,servant,furniture removal man
rec-258-org,William,M,GREIG,GREIG,1741-05-09,Thomas,whitefisher,SMITH,Sohia,lab,engineer
rec-259-org,Margaret,F,SNOOK,SNOOK,1732-03-10,Alexr,mercantile clerk,THOMAS,Margaret,bootcloser,building contractor
rec-26-org,Thomas,M,WHARTON,WHARTON,1733-08-28,Ronald,merchant,OLIVER,Mary,royal marines, private,shoemaker
rec-260-org,Cather,F,DERBY,DERBY,1746-05-08,Hugh,stonemason,BALDWIN,Isabella,dressmaker,servant
rec-261-org,Peter,M,ASHFORD,ASHFORD,1736-05-28,Allan,refreshment contractor,PIERCE,Maggie,labourer,clerk (board of trade )
rec-262-org,Christian,F,HAWKEN,HAWKEN,1735-09-09,Alexander,domestic servant (parlourmaid),BENNETT,Catharine,colliery engineer,mason
rec-263-org,Martha,F,TAYLOR,TAYLOR,1733-09-23,William,officer of customs & excise (docks),EVANS,Isabella,mechanical engineering worker (skilled),lab
rec-264-org,Cathrine,F,ASTILE,ASTILE,1738-06-28,Daniel,labourer,WEST,Agnes,carpenter,railway labourer
rec-265-org,Isabella,F,HERNE,HERNE,1734-07-25,John,farmer,JONES,Elizabeth,tanner,labourer
rec-266-org,George,M,LANGLEY,LANGLEY,1736-09-02,James,stonecutter,CRACKRICH,Jemima,customs officer,limestone miner
rec-267-dup-0,Georte,M,WALLER,WALLER,1736-04-13,Robert,hawker,SMITH,Caloline,farmer,ag lab
rec-267-org,George,M,WALLER,WALLER,1736-04-13,Robert,hawker,SMITH,Caloline,farmer,ag lab
rec-268-org,Wm,M,SKEAD,SKEAD,1735-08-04,Alexander,tailor,PEPPERELL,Helen,broker,labourer
rec-269-org,John,M,STEPHENS,STEPHENS,1735-10-15,Wm,riding master,KNOW,Janet,secretary,wheelwright
rec-27-dup-0,Mkary,F,LAWSLEY,LAWSLEY,1729-12-20,James,poulterer,MCNAB,Margaret,bus conductor,chase keeper
rec-27-dup-1,Mayr,F,LAWSLEY,LAWSLEY,1729-12-20,James,poulterer,MCNAB,Margaret,bus conductor,chase keeper
rec-27-org,Mary,F,LAWSLEY,LAWSLEY,1729-12-20,James,poulterer,MCNAB,Margaret,bus conductor,chase keeper
rec-270-org,Jane,F,SPENCE,SPENCE,1736-09-13,David,provision dealer,MANNING,Margaret,bootmaker,servant
rec-271-org,Agnes,F,SPENCE,SPENCE,1736-09-13,David,provision dealer,MANNING,Margaret,bootmaker,shoemaker
rec-272-org,John,M,MCDERMID,MCDERMID,1736-06-10,James,dentists assistant,SMITH,Janet,husbandman,labourer
rec-273-org,James,M,MORRIS,MORRIS,1736-05-23,John,farmer,MILLER,Margaret,school attendance officer,pub owner
rec-274-org,Elizabeth,F,WINTERBOTTOM,WINTERBOTTOM,1740-01-10,John,chairmaker,GRIFFIN,Jean,coach proprietor,gamekeeper
rec-275-org,John,M,MAKEPIECE,MAKEPIECE,1738-12-10,George,dressmaker,HUMBLE,Eliza,bricklayer,carpenter
rec-276-org,Margaret,F,MAHER,MAHER,1737-07-09,William,ironmonger,BAXENDALL,Marion,machine maker,domestic coachman
rec-277-dup-0,Maru,F,MAHER,MAHER,1737-07-09,William,ironmonger,BAXENDALL,Marion,machine maker,hawker of pottery
rec-277-dup-1,Mnry,F,MAHER,MAHER,1737-07-09,William,ironmonger,BAXENDALL,Marion,machine maker,hawker of pottery
rec-277-dup-2,Marv,F,MAHER,MAHER,1737-07-09,William,ironmonger,BAXENDALL,Marion,machine maker,hawker of pottery
rec-277-org,Mary,F,MAHER,MAHER,1737-07-09,William,ironmonger,BAXENDALL,Marion,machine maker,hawker of pottery
rec-278-org,Mary,F,LORD,LORD,1737-01-07,George,photographer,BAKER,Susan,manufacturer,musician, coldstream guards
rec-279-dup-0,Catherinc,F,CORNER,CORNER,1742-03-08,Donald,chargehand/foreman,SCHOLES,Marion,bootmaker,coachman
rec-279-dup-1,Catherinw,F,CORNER,CORNER,1742-03-08,Donald,chargehand/foreman,SCHOLES,Marion,bootmaker,coachman
rec-279-org,Catherine,F,CORNER,CORNER,1742-03-08,Donald,chargehand/foreman,SCHOLES,Marion,bootmaker,coachman
rec-28-org,Donald,M,GREEN,GREEN,1722-11-07,James,smith,WILLIAMS,Jane,brickmaker,carpenter
rec-280-org,Annie,F,THOMAS,THOMAS,1734-10-08,Samuel,landowner,GREENAWAY,Christina,nurseryman,joiner
rec-281-org,James,M,MCNEILL,MCNEILL,1741-05-04,Robert,farmer,DOWLING,Catherine,carpenter,licensed victualler
rec-282-org,Isabella,F,FOURACRE,FOURACRE,1738-01-08,John,shopkeeper,MALPAS,Margaret,weaver,printers compositor
rec-283-org,Isabella,F,BAKER,BAKER,1738-12-16,William,cordwainer,HALL,Elizebath,ag lab,brickmaker
rec-284-org,Mary,F,DAVIES,DAVIES,1736-03-26,James,meal miller,RAY,Jessie,welder,slate merchant
rec-285-org,Bella,F,HILL,HILL,1741-10-16,John,chainmaker,HOWEL,Mary,boilermaker,iron moulder
rec-286-org,Murray,M,EKINS,EKINS,1735-12-16,Robert,mason,WALKER,Hannah,farmer,domestic servant
rec-287-dup-0,Jonh,M,EKINS,EKINS,1735-12-16,Robert,mason,WALKER,Hannah,farmer,brickmaker
rec-287-dup-1,Jojhn,M,EKINS,EKINS,1735-12-16,Robert,mason,WALKER,Hannah,farmer,brickmaker
rec-287-dup-2,Jobn,M,EKINS,EKINS,1735-12-16,Robert,mason,WALKER,Hannah,farmer,brickmaker
rec-287-org,John,M,EKINS,EKINS,1735-12-16,Robert,mason,WALKER,Hannah,farmer,brickmaker
rec-288-org,Sarah,F,HARRIS,HARRIS,1737-10-27,John,accountant,MUDD,Elisabeth,printer,army musician,
rec-289-org,Agnes,F,BOND,BOND,1738-05-23,Alexander,clerk of cheque of ordnance,HOLDSWORTH,Margaret,basket maker,carpenter
rec-29-org,Charlotte,F,TUCKER,TUCKER,1721-06-29,James,blacksmith,MOUNTFORD,Margret,master mariner,contractor
rec-290-org,William,M,HICKS,HICKS,1739-01-03,George,gardener,COCK,Lousia,servant,bootmaker
rec-291-org,Elizabeth,F,BROWN,BROWN,1735-06-04,James,bricklayer,TILLE,Matilda,labourer,gardener
rec-292-org,George,M,JENNINGS,JENNINGS,1735-11-25,James,engineer,BOND,Catherine,ships officer,farmer
rec-293-dup-0,Alwxander,M,LINESLEY,LINESLEY,1749-02-26,Alexander,engineer,SIMPKIN,Mary,farmer,servant
rec-293-org,Alexander,M,LINESLEY,LINESLEY,1749-02-26,Alexander,engineer,SIMPKIN,Mary,farmer,servant
rec-294-dup-0,Geo5ge,M,CLARKE,CLARKE,1737-07-15,Willia,relief stamper,HARRIS,Maggie,farm manager,operative chemist
rec-294-org,George,M,CLARKE,CLARKE,1737-07-15,Willia,relief stamper,HARRIS,Maggie,farm manager,operative chemist
rec-295-dup-0,Alexahder,M,THYME,THYME,1745-12-09,James,millwright,BIRD,Agnes,mechanical engineer,ag lab
rec-295-dup-1,Alexamder,M,THYME,THYME,1745-12-09,James,millwright,BIRD,Agnes,mechanical engineer,ag lab
rec-295-dup-2,llexander,M,THYME,THYME,1745-12-09,James,millwright,BIRD,Agnes,mechanical engineer,ag lab
rec-295-org,Alexander,M,THYME,THYME,1745-12-09,James,millwright,BIRD,Agnes,mechanical engineer,ag lab
rec-296-dup-0,Margare,F,THYME,THYME,1745-12-09,James,millwright,BIRD,Agnes,mechanical engineer,gardener
rec-296-dup-1,Margaeet,F,THYME,THYME,1745-12-09,James,millwright,BIRD,Agnes,mechanical engineer,gardener
rec-296-org,Margaret,F,THYME,THYME,1745-12-09,James,millwright,BIRD,Agnes,mechanical engineer,gardener
rec-297-org,Eliza,F,SUNDERLAND,SUNDERLAND,1736-02-16,Alexander,farm lab,FRESHWATER,Margaret,brass moulder,caulker
rec-298-org,Alexander,M,PALMER,PALMER,1743-08-24,William,ag lab,MCKECHNIE,Barbara,yeoman,secretary, electricity board office
rec-299-dup-0,Patrivk,M,CRIMER,CRIMER,1735-03-28,Robt,carpet weaver,COOPER,Jane,labourer,undertaker
rec-299-org,Patrick,M,CRIMER,CRIMER,1735-03-28,Robt,carpet weaver,COOPER,Jane,labourer,undertaker
rec-3-org,James,M,MAHAFFEY,MAHAFFEY,1714-09-21,Hugh,curate,FARBROTHER,Matilda,servant,labourer
rec-30-org,Joseph,M,FOX,FOX,1729-09-17,William,mariner,REYNOLDS,Jane,jailor,baker
rec-300-org,Alexander,M,JONES,JONES,1735-04-01,John,labourer,MACHRAY,Jane,printer,baker
rec-301-org,Daniel,M,ROBINSON,ROBINSON,1742-03-01,James,shoemaker,STONE,Annie,coal miner,officer, swiss army
rec-302-org,Elizabeth,F,HAZELDINE,HAZELDINE,1745-11-16,Robert,woollen manufacturer,HALFPENNY,Bridget,farmer and grazier,farm labourer
rec-303-org,Charles,M,ELLIS,ELLIS,1735-07-20,Willm,butcher,WHITEHOUSE,Edith,carter,weaver
rec-304-org,Mary,F,SAUNDERSON,SAUNDERSON,1736-03-21,William,mariner,WETHERELL,Mary,farm labourer,blacksmith
rec-305-org,George,M,PEARCE,PEARCE,1737-10-20,Anthony,paper merchant,CURD,Isabella,silk dyer,sheriffs officer
rec-306-org,Alexr,M,LYONS,LYONS,1739-05-29,Edward,chemist and druggist,NOTT,Susanah,builder,steel foundry moulder
rec-307-org,Thomas,M,CHADWICH,CHADWICH,1737-01-25,Charles,engineer,JONES,Maggie,cabinet maker,refreshment contractor
rec-308-org,Robert,M,CHADWICH,CHADWICH,1737-01-25,Charles,engineer,JONES,Maggie,cabinet maker,cattle spice manufacturer
rec-309-org,Jane,F,BIRD,BIRD,1736-03-29,William,ag lab,BATH,Julia,poultry man,clerk
rec-31-dup-0,Jkssie,F,DERBY,DERBY,1726-01-31,Hugh,stonemason,CURD,Isabella,silk dyer,cement works foreman
rec-31-org,Jessie,F,DERBY,DERBY,1726-01-31,Hugh,stonemason,CURD,Isabella,silk dyer,cement works foreman
rec-310-org,William,M,BEWSHER,BEWSHER,1740-05-11,Robert,lab,BARRY,Mary,gardener,farmer
rec-311-dup-0,Chritina,F,STEDMAN,STEDMAN,1738-01-03,David,coal miner,HART,Helen,cutter,clerk with soft drinks firm
rec-311-dup-1,Chrintina,F,STEDMAN,STEDMAN,1738-01-03,David,coal miner,HART,Helen,cutter,clerk with soft drinks firm
rec-311-dup-2,Christna,F,STEDMAN,STEDMAN,1738-01-03,David,coal miner,HART,Helen,cutter,clerk with soft drinks firm
rec-311-org,Christina,F,STEDMAN,STEDMAN,1738-01-03,David,coal miner,HART,Helen,cutter,clerk with soft drinks firm
rec-312-org,Margaret,F,BROWN,BROWN,1741-07-21,James,clerk  (biscuit works ),GOODMAN,Mary,school master,boot maker
rec-313-org,Mary,F,KEARSLEY,KEARSLEY,1738-11-20,Archibald,grocer,DOW,Ann,labourer,shepherd
rec-314-org,Margret,F,SNOOK,SNOOK,1737-09-29,Alexr,mercantile clerk,THOMAS,Margaret,bootcloser,cordwainer
rec-315-org,Daniel,M,COULSON,COULSON,1739-08-01,David,labourer,GRUNDY,Agnes,salvation army officer,builders clerk
rec-316-dup-0,Rogert,M,WILSON,WILSON,1736-07-03,Alexander,silk winder,STEWART,Cecilia,pharmaceutical chemist,launderer
rec-316-dup-1,Roberr,M,WILSON,WILSON,1736-07-03,Alexander,silk winder,STEWART,Cecilia,pharmaceutical chemist,launderer
rec-316-org,Robert,M,WILSON,WILSON,1736-07-03,Alexander,silk winder,STEWART,Cecilia,pharmaceutical chemist,launderer
rec-317-dup-0,tred,M,CROSSGROVE,CROSSGROVE,1737-02-26,Robert,general store keeper,WATSON,Margaret,farm lab,carriage examiner
rec-317-dup-1,Fr4d,M,CROSSGROVE,CROSSGROVE,1737-02-26,Robert,general store keeper,WATSON,Margaret,farm lab,carriage examiner
rec-317-org,Fred,M,CROSSGROVE,CROSSGROVE,1737-02-26,Robert,general store keeper,WATSON,Margaret,farm lab,carriage examiner
rec-318-org,Jean,F,PETERS,PETERS,1738-10-28,Caldwell,farmer,NORTH,Maggie,boiler maker,farm bailiff
rec-319-org,Thomas,M,BAMSEY,BAMSEY,1737-06-22,John,labourer,LARKIN,Catherine,carpenter,chainmaker
rec-32-org,Nellie,F,ENGLISH,ENGLISH,1722-06-19,Robert,tailor,CHALMERS,Margaret,carriage works tinsmith,coal merchant
rec-320-dup-0,Bet5y,F,MORTIMER,MORTIMER,1736-11-20,John,telephone engineer - g.p.o.,LYNALL,Elizth,dressmaker,miller
rec-320-org,Betsy,F,MORTIMER,MORTIMER,1736-11-20,John,telephone engineer - g.p.o.,LYNALL,Elizth,dressmaker,miller
rec-321-org,Andrew,M,LAMB,LAMB,1738-06-23,Thomas,wool mill worker,GULLY,Margaret,servant,cowman
rec-322-org,Mary,F,GIBB,GIBB,1739-10-21,Francis,tailoress,SINCLAIR,Margaret,bookbinder,lab
rec-323-org,Isabella,F,EDWARD,EDWARD,1735-12-27,Samuel,farmer,DAWSON,Helen,builder, master (dockyards),typist for solicitor
rec-324-org,James,M,EDWARD,EDWARD,1735-12-27,Samuel,farmer,DAWSON,Helen,builder, master (dockyards),smith
rec-325-org,William,M,MOORE,MOORE,1736-04-22,Thomas,tailor,MANN,Ketty,tanner,housekeeper
rec-326-org,Christina,F,KENNETT,KENNETT,1737-05-30,Robert,foreman fire service,SHAW,Janet,lab,bread baker
rec-327-org,John,M,HOLLINGDALE,HOLLINGDALE,1737-05-09,George,farmer,PEARTON,Mary,coal merchant,clerk in holy orders
rec-328-dup-0,Roebrt,M,RALPH,RALPH,1738-11-22,David,postboy,ALLISON,Elizabeth,tailor,waterman
rec-328-org,Robert,M,RALPH,RALPH,1738-11-22,David,postboy,ALLISON,Elizabeth,tailor,waterman
rec-329-org,Frank,M,KIDNEY,KIDNEY,1741-11-03,Peter,builder,ADAMS,Marion,labourer,blacksmith
rec-33-org,Elizabeth,F,BOLAND,BOLAND,1723-11-12,James,blacksmith,LEES,Agnes,master mariner,shoemaker
rec-330-org,John,M,DUNN,DUNN,1737-11-01,William,miller,BROWN,Betsy,engineer,skinner & tanner
rec-331-org,Wm,M,TUSTIN,TUSTIN,1738-07-08,Robert,ag lab,DUPLOCK,Martha,farrier,policeman
rec-332-org,Isabella,F,SPIRES,SPIRES,1736-05-26,John,tailor,GRINDROD,Joann,labourer,stonemason
rec-333-org,Elizabeth,F,HEATLEY,HEATLEY,1738-03-28,Archbald,head brewer,SUTCLIFFE,Harriet,commercial traveller,butcher
rec-334-dup-0,Charle5,M,CARTWRIGHT,CARTWRIGHT,1736-11-15,William,carpet weaver,RAE,Elizabeth,cheesemonger,gardener
rec-334-dup-1,Charies,M,CARTWRIGHT,CARTWRIGHT,1736-11-15,William,carpet weaver,RAE,Elizabeth,cheesemonger,gardener
rec-334-dup-2,Char|es,M,CARTWRIGHT,CARTWRIGHT,1736-11-15,William,carpet weaver,RAE,Elizabeth,cheesemonger,gardener
rec-334-org,Charles,M,CARTWRIGHT,CARTWRIGHT,1736-11-15,William,carpet weaver,RAE,Elizabeth,cheesemonger,gardener
rec-335-org,Andrew,M,BROWNE,BROWNE,1739-11-26,Charles,farmer,RILEY,Catherine,bookbinder,shop assistant
rec-336-org,Jane,F,SERGEANT,SERGEANT,1737-03-03,Charles,ag lab,LLOYD,Jeanie,carpenter,engineer
rec-337-org,Elizabeth,F,JOHNSTON,JOHNSTON,1736-02-09,Alexander,civil engineer,WOOD,Mary,mariner,miner
rec-338-org,Thomas,M,CURTIS,CURTIS,1740-11-03,Peter,carter,FORBES,Mary,mechanic,grocer
rec-339-org,William,M,WRIGHT,WRIGHT,1741-11-28,Andrew,blacksmith,MARLES,Janet,engineer,farmer
rec-34-org,William,M,LYONS,LYONS,1724-08-01,Edward,chemist and druggist,NOTT,Susanah,builder,farmer
rec-340-org,Joanna,F,HOPGOOD,HOPGOOD,1739-04-26,George,timber dealer,BUCK,Catherine,medical practitioner,maltmakers lab
rec-341-org,Jane,F,DAVIDSON,DAVIDSON,1736-06-21,John,farmer,TODD,Adaline,butcher,weaver
rec-342-org,Robert,M,ANDERSON,ANDERSON,1738-10-21,Patrick,farmer,MOON,Ann,police constable,master mason
rec-343-org,Ellen,F,BRIDDON,BRIDDON,1737-06-06,William,tailor,BARKER,Elizabeth,civil engineer,winder
rec-344-dup-0,Thoma5,M,HOLLAND,HOLLAND,1738-08-02,Willia,lt rn,MAGRATH,Agnes,stone cutter,farmer
rec-344-dup-1,Thomais,M,HOLLAND,HOLLAND,1738-08-02,Willia,lt rn,MAGRATH,Agnes,stone cutter,farmer
rec-344-dup-2,Th0mas,M,HOLLAND,HOLLAND,1738-08-02,Willia,lt rn,MAGRATH,Agnes,stone cutter,farmer
rec-344-org,Thomas,M,HOLLAND,HOLLAND,1738-08-02,Willia,lt rn,MAGRATH,Agnes,stone cutter,farmer
rec-345-org,Mary,F,HOLLAND,HOLLAND,1738-08-02,Willia,lt rn,MAGRATH,Agnes,stone cutter,farmer
rec-346-dup-0,Maragret,F,STONE,STONE,1734-09-16,Thomas,cloth finisher,MORGANS,Elizabeth,delver,pattern maker
rec-346-dup-1,Margarst,F,STONE,STONE,1734-09-16,Thomas,cloth finisher,MORGANS,Elizabeth,delver,pattern maker
rec-346-org,Margaret,F,STONE,STONE,1734-09-16,Thomas,cloth finisher,MORGANS,Elizabeth,delver,pattern maker
rec-347-org,John,M,CAMERON,CAMERON,1738-01-17,Charles,coachman,TAYLOR,Sarah,tailor,delver
rec-348-org,Alexander,M,LINNELL,LINNELL,1741-03-13,Angus,navel officer,ROBERTS,Margaret,fish curer,auctioneer's clerk
rec-349-org,Margaret,F,LINNELL,LINNELL,1741-03-13,Angus,navel officer,ROBERTS,Margaret,fish curer,company director
rec-35-org,James,M,BOND,BOND,1736-01-14,James,delver,CRAUFORD,Margt,joiner,station master
rec-350-org,John,M,WOODHOUSE,WOODHOUSE,1735-10-06,James,woollen draper,MORRISON,Margaret,smith,paymaster of royal artillery
rec-351-org,Agnes,F,GOUNDRY,GOUNDRY,1736-12-13,Willia,fireman,RUSBY,Margaret,needlemaker,stonecutter
rec-352-org,John,M,BURT,BURT,1737-01-16,John,currier,HUNTER,Georgina,file cutter,draughstman
rec-353-org,Euphemia,F,BERRY,BERRY,1739-06-28,Alexander,farm labourer,HAHICK,Gorgenia,stone mason,tobacconist
rec-354-dup-0,Rosannta,F,DOWN,DOWN,1741-11-07,George,printer,SHOOTER,Mary,tanner,farm bailiff
rec-354-org,Rosanna,F,DOWN,DOWN,1741-11-07,George,printer,SHOOTER,Mary,tanner,farm bailiff
rec-355-org,David,M,HONEYWELL,HONEYWELL,1736-11-09,William,miller (postmill),STREMBELS,Jessie,engineer,farmer
rec-356-dup-0,Marv,F,BENN,BENN,1737-07-23,Charles,domestic servant,HOWARTH,Jane,farm labourer,cabinet maker
rec-356-org,Mary,F,BENN,BENN,1737-07-23,Charles,domestic servant,HOWARTH,Jane,farm labourer,cabinet maker
rec-357-org,James,M,BOWMAN,BOWMAN,1735-06-05,Hugh,draper,TREDWIN,Jane,clerk,labourer
rec-358-org,Thomas,M,DYER,DYER,1738-04-09,David,painter,ANDERSON,Alice,vinegar merchant,farmer
rec-359-org,John,M,RICHARDSON,RICHARDSON,1736-10-16,Alexander,servant,CULL,Margaret,mechanic,station master
rec-36-org,Catherine,F,ROGERS,ROGERS,1722-01-09,James,servant,ELDRED,Mary,manager, tile factory,shop assistant, jewellers
rec-360-org,Jane,F,WALMSLEY,WALMSLEY,1738-06-05,John,research chemist,LOOD,Margt,mason,coal merchant
rec-361-org,George,M,READ,READ,1737-11-25,George,washerwoman,AYERS,Janet,musician,worsted spinner (master)
rec-362-org,Elizabeth,F,RICH,RICH,1743-06-28,Peter,gasfitter,MOWAT,Jane,gun maker,farmer
rec-363-org,Samuel,M,HILL,HILL,1739-04-02,James,superintendant, port of london authority,SPRINGETT,Maggie,labourer,coal miner
rec-364-org,Margaret,F,MILWERT,MILWERT,1736-06-27,James,labourer,WATT,Jane,hatter,joiner
rec-365-org,Isabella,F,HARDY,HARDY,1739-04-04,William,lab,WHEELDON,Isabella,baker,wool packer
rec-366-org,Eliza,F,STUBBING,STUBBING,1744-05-05,John,model maker,WRIGHT,Elizabeth,woollen mill worker,gamekeeper
rec-367-dup-0,Maty,F,WARREN,WARREN,1738-03-15,John,bailiff,MCPHERSON,Margaret,lab,farmer
rec-367-org,Mary,F,WARREN,WARREN,1738-03-15,John,bailiff,MCPHERSON,Margaret,lab,farmer
rec-368-org,John,M,CLARK,CLARK,1736-04-08,Patrick,farmer,SLITH,Elizabeth,clerk, railway works,plasterer
rec-369-org,John,M,NICHOLAS,NICHOLAS,1735-03-12,John,cabinet maker,LEVINAY,Elizabeth,teacher,fisherman
rec-37-org,Isabella,F,HILL,HILL,1731-07-15,John,chainmaker,HOWEL,Mary,boilermaker,servant
rec-370-org,Isobel,F,NICHOLAS,NICHOLAS,1735-03-12,John,cabinet maker,LEVINAY,Elizabeth,teacher,collier
rec-371-org,Jenny,F,YATES,YATES,1739-09-21,William,chairmaker,ENNEFER,Christina,carpenter,veterinary surgeon
rec-372-org,William,M,DUNCAN,DUNCAN,1742-04-13,Andrew,weaver,THOM,Janet,tailoress,thatcher
rec-373-org,Alister,M,WATSON,WATSON,1740-03-04,Alfred,farmer,PRIMROSE,Margret,coal dealer,lab
rec-374-org,Mary,F,TAYLOR,TAYLOR,1736-08-22,William,officer of customs & excise (docks),EVANS,Isabella,mechanical engineering worker (skilled),weaver
rec-375-org,Hellen,F,ANDREWS,ANDREWS,1737-04-27,David,railway inspector,FORMAN,Agnes,pattern maker,labourer
rec-376-org,Donald,M,THOMPSON,THOMPSON,1737-05-30,Jas,butcher,HISCOCKS,Elizabeth,shear striker,shipowner
rec-377-org,Margaret,F,JOHNSON,JOHNSON,1740-10-26,John,wool broker,FURRELL,Margaret,electrical engineer in the royal signals,butcher
rec-378-org,Robert,M,BOLAND,BOLAND,1739-05-02,James,blacksmith,LEES,Agnes,master mariner,farmer
rec-379-org,James,M,MAWSON,MAWSON,1741-04-21,James,cotton operative,CAMERON,Janet,lab,domestic servant
rec-38-org,Betsy,F,MARCH,MARCH,1729-12-18,Andrew,bricklayer,MITCHELL,Margaret,domestic servant,farmer
rec-380-org,Margaret,F,LOCH,LOCH,1737-12-13,Alfred,steam roller driver,MCMILLAN,Annie,miller,watchmaker
rec-381-dup-0,Satmuel,M,SHAW,SHAW,1742-08-15,Henry,engineer,MCKITTON,Margaret,medical practitioner,baker & grocer
rec-381-org,Samuel,M,SHAW,SHAW,1742-08-15,Henry,engineer,MCKITTON,Margaret,medical practitioner,baker & grocer
rec-382-org,Alexander,M,LONDON,LONDON,1740-11-21,John,farmer,PASSMORE,Ann,map and print colourer,lab
rec-383-org,David,M,RACKHAM,RACKHAM,1742-05-07,Alexander,shoemaker,WALLACE,Janet,plasterer,gardener
rec-384-org,Janet,F,RACKHAM,RACKHAM,1742-05-07,Alexander,shoemaker,WALLACE,Janet,plasterer,domestic servant
rec-385-org,Helen,F,THOMAS,THOMAS,1737-10-11,Matthew,farmer,GILL,Margaret,domestic servant,servant
rec-386-org,Alexander,M,HODGSON,HODGSON,1746-06-19,Robert,labourer,MCCALLUM,Jessie,cigarette maker,school master
rec-387-org,Elizabeth,F,GILMOUR,GILMOUR,1741-03-22,William,scrap labourer,ALLEN,Isabella,railway clerk,wheelwright
rec-388-org,John,M,GILMOUR,GILMOUR,1741-03-22,William,scrap labourer,ALLEN,Isabella,railway clerk,builder
rec-389-org,Donald,M,SIMPSON,SIMPSON,1741-10-17,James,musician,GRIFFIN,Marion,boatman,milliner
rec-39-org,Alexr,M,BURNETT,BURNETT,1728-05-09,John,collier,JACKSON,Amelia,fireman,,innkeeper
rec-390-org,Mary,F,SHARPE,SHARPE,1737-06-13,James,baker,HANEND,Margt,co-op manager,bank clerk
rec-391-org,Jane,F,DARVILL,DARVILL,1744-12-26,William,baker,LINELY,Jessie,potter,stillroom maid
rec-392-org,Dougall,M,PLATT,PLATT,1742-12-09,Alexander,house servant,RANSON,Ann,stitcher,farmer
rec-393-org,James,M,POTTER,POTTER,1742-10-07,Robert,paper maker,WALLS,Mary,spinner,furnaceman
rec-394-dup-0,Elkzabeth,F,BOLLANY,BOLLANY,1741-11-14,Arthur,lamplighter,CARESWELL,Sarah,potter,farmer
rec-394-org,Elizabeth,F,BOLLANY,BOLLANY,1741-11-14,Arthur,lamplighter,CARESWELL,Sarah,potter,farmer
rec-395-org,John,M,BROWN,BROWN,1745-04-04,John,lab,LEES,Mary,horsekeeper,labourer
rec-396-org,Charles,M,GRETTON,GRETTON,1740-08-22,Andrew,shepherd,FERDINAND,Helen,blacksmith,master mariner
rec-397-org,Alfred,M,GRIMSHAW,GRIMSHAW,1745-10-15,James,blacksmith,LIVINGSTON,Janet,shoemaker,labourer
rec-398-org,George,M,LIFTON,LIFTON,1736-08-19,James,gilder,HOLLIWELL,Margaret,carpenter,butcher
rec-399-org,William,M,JANE,JANE,1738-06-26,Thomas,gas fitter,PEPPER,Janet,farmer,school mistress
rec-4-org,Thos,M,CAMPBELL,CAMPBELL,1727-02-17,Robt,bookseller,CONWAY,Janet,domestic servant,marine stores dealer
rec-40-org,Agnes,F,TAYLOR,TAYLOR,1722-05-15,William,officer of customs & excise (docks),EVANS,Isabella,mechanical engineering worker (skilled),railway fireman
rec-400-dup-0,Jabe,F,DISCOMBE,DISCOMBE,1739-08-13,Colin,water filter manufacturer,HILL,Agnes,truck farmer,domestic servant
rec-400-dup-1,Jarie,F,DISCOMBE,DISCOMBE,1739-08-13,Colin,water filter manufacturer,HILL,Agnes,truck farmer,domestic servant
rec-400-dup-2,Jaen,F,DISCOMBE,DISCOMBE,1739-08-13,Colin,water filter manufacturer,HILL,Agnes,truck farmer,domestic servant
rec-400-org,Jane,F,DISCOMBE,DISCOMBE,1739-08-13,Colin,water filter manufacturer,HILL,Agnes,truck farmer,domestic servant
rec-401-org,Jessie,F,VAIL,VAIL,1740-10-30,Andrew,dockyard worker,JONES,Mary,shoe binder,farmer (smallholder)
