FirstName,LastName,Gender,DateofBirth,FatherFirstName,FatherLastName,FatherOccupation,MotherFirstName,MotherLastName,MotherOccupation
Elizaeth,TITLEY,F,1739-07-12,James,TITLEY,forgeman,Henrietta,CLEARLY,motor driver
John,MASON,M,1738-11-06,William,MASON,ledger clerk in cloth warehouse,Catherine,DONNA,cab proprietor
Jane,JOYCE,F,1749-06-04,Thomas,JOYCE,master blacksmith,Elspet,WINDLE,carman
John,LAVERSUCH,M,1735-01-19,David,LAVERSUCH,shoemaker,Mary,HUNT,tailor
Peter,HUGHES,M,1737-11-02,David,HUGHES,weaver,Christina,KNIGHT,merchants clerk
Margaret,MARSH,F,1735-07-09,James,MARSH,baker,Margaret,DAVIES,worsted cloth finisher
Catherine,POPE,F,1737-02-18,George,POPE,master shoemaker,Alice,INGRAM,provision merchant
Nathaniel,MCROBERT,M,1737-02-13,James,MCROBERT,clerk,Margaret,METCALF,farmer
William,WRIGHT,M,1737-09-24,Daniel,WRIGHT,civil servant,Christina,KAY,wheelwright
Lizzie,MCKINNON,F,1743-05-21,John,MCKINNON,post office counter clerk,Fanny,CLAYTON,commercial traveller
John,SUTHERLAND,M,1739-03-14,John,SUTHERLAND,lab,Jessie,CLARKE,ag lab
Isabella,CHRISP,F,1739-07-22,Adolph,CHRISP,miner,Jane,KEMDORY,warehouseman
Alex,CARRUTHERS,M,1738-10-27,James,CARRUTHERS,wood sawyer,Mary,HOARE,engineer
Margaret,TONALINS,F,1740-03-17,Hugh,TONALINS,colour sereant royal marines,Agnes,NOCK,shoe maker
Isabella,DRISCOLL,F,1736-06-17,John,DRISCOLL,labourer,Christina,SMITH,wine cooper
Henry,THOMPSON,M,1738-06-29,John,THOMPSON,carpenters mate,Christina,GRAFTON,butcher
Ann,BAKER,F,1738-08-15,John,BAKER,painter,Mary,STEWART,waterman
Simon,ABERCROMBIE,M,1738-11-15,Hector,ABERCROMBIE,joiner,Margaret,HARRIS,confectioner
James,LANDER,M,1738-04-19,Alexander,LANDER,quarryman,Annie,B,tailor
Elizabeth,LANDER,F,1738-04-19,Alexander,LANDER,quarryman,Annie,B,tailor
Alexr,RAWES,M,1739-05-26,John,RAWES,butcher,Helen,PEARCE,engine driver
Hugh,ECCLES,M,1749-07-30,Alexander,ECCLES,farmer,Alice,BONNSALL,carpenter
Margaret,WADE,F,1743-06-19,Frederick,WADE,silversmith pen maker,Mary,CROFT,worsted weaver
Annie,FEREDAY,F,1737-05-21,Thomas,FEREDAY,farm labourer,Ellen,MARTIN,nurse
Joseph,DUSBERRY,M,1741-09-01,John,DUSBERRY,insurance company secretary,Mary,SNEATH,locomotive engine fireman
Elizabeth,DUSBERRY,F,1741-09-01,John,DUSBERRY,insurance company secretary,Mary,SNEATH,locomotive engine fireman
David,LYMBURN,M,1736-01-02,William,LYMBURN,servant,Mary,BELL,gardener
James,TURNER,M,1736-11-08,William,TURNER,farmer,Rebecca,FEE,silk worker
Roberta,MOORE,F,1745-07-14,Henry,MOORE,coalminer,Hellen,EVANS,farmer
John,DREW,M,1741-07-29,Peter,DREW,master mason,Jessie,BROWN,mariner
Matthew,DURRANT,M,1742-11-26,Peter,DURRANT,ginger beer manufacturer,Bella,CLARK,ag lab
James,EVANS,M,1737-04-26,Edward,EVANS,farmer,Elizabeth,CLEAVERLY,musical instrument maker (brass)
Ann,HARRIS,F,1735-10-16,William,HARRIS,railway clerk,Betsy,BELFIELD,pitman (coal)
Archibald,BALDWIN,M,1736-03-28,Thomas,BALDWIN,farmer (smallholder),Mary,COBB,gas worker
Cathrine,TOMES,F,1737-03-02,David,TOMES,merchant's clerk,Mrs,JENNINGS,labourer
Margaret,JAMES,F,1736-02-04,Robert,JAMES,fireman,William,DALE,porter
Hannah,SOWDEN,F,1740-01-23,John,SOWDEN,maltster,Grace,OWENS,labourer
Charles,WILLIAMS,M,1736-12-20,Samuel,WILLIAMS,painter & decorator,Mary,LING,seaman
John,SCOTT,M,1737-11-06,B,SCOTT,labourer,Elenor,MILLER,farmer
Janet,EASOM,F,1738-05-25,Willi,EASOM,saddler,Maggie,WALKER,weaver
John,OWENS,M,1738-06-18,Donald,OWENS,quarryman,Ann,CAREY,grocer
James,OWENS,M,1738-06-18,Donald,OWENS,quarryman,Ann,CAREY,grocer
Isabella,MCDONALD,F,1737-06-04,David,MCDONALD,farmer,Margt,MONRO,removal man
Thomas,BUTTERWORTH,M,1740-10-07,Alexander,BUTTERWORTH,sawyer,Martha,WOODROFFE,mason
Christine,HOWELL,F,1744-05-29,John,HOWELL,tailor,Flora,BARRETT,carter
Margt,MCISAAC,F,1740-03-25,Charles,MCISAAC,weaver,Margaret,BOAM,farmer
Flora,MCCORMACK,F,1739-01-28,Michael,MCCORMACK,carpenter,Jeanie,HEXHAM,iron plate worker
Eliza,PARRY,F,1737-01-22,John,PARRY,farmer,Agnes,WELLINGTON,iron moulder
Margaret,KISS,F,1737-03-19,Daniel,KISS,framework knitter,Ann,CROCK,gardener
Donald,DEAN,M,1738-03-07,James,DEAN,blacksmith,Jane,COSTAR,ag lab
Isabella,GIBSON,F,1743-01-13,John,GIBSON,shoemaker,Margaret,FOWLER,truck farmer
Thomas,HENSHAW,M,1737-08-05,Alexander,HENSHAW,hatter,Christina,DELAY,wheelwright
Geo,CHAPMAN,M,1738-11-09,Robert,CHAPMAN,labourer,Isabella,DAVIES,secondary school teacher
James,FLINN,M,1741-06-03,Charles,FLINN,cook,Catherine,GRETTON,cotton carder
Alexander,GREAVES,M,1738-05-16,James,GREAVES,post official - assistant inspector,Mary,BISHOP,corporal & shorthand typist in legal branch of arm
D,WENSLEY,M,1737-09-25,Henry,WENSLEY,farmer,Maggie,WILKINS,clerk in holy orders
Esther,MARCH,F,1738-02-15,Alexander,MARCH,blacksmith,Marianne,GREEN,woollen weaver
George,WAYMAN,M,1736-06-20,Archibald,WAYMAN,optician,Alice,WOODROW,tailor
Thomas,PARSONS,M,1739-12-17,James,PARSONS,baker,Jane,PARRY,"royal navy, lieutenant (retired)"
John,WILLIAMS,M,1737-04-30,John,WILLIAMS,domestic servant,Janet,HEWITT,grocers assistant
Rosa,WILLIAMS,F,1737-04-30,John,WILLIAMS,domestic servant,Janet,HEWITT,grocers assistant
Charles,CULLEN,M,1737-11-23,Edwd,CULLEN,commercial traveller,Isabella,JOHNS,weaver
Patrick,CULLEN,M,1737-11-23,Edwd,CULLEN,commercial traveller,Isabella,JOHNS,weaver
Agnes,WOOLLARD,F,1736-04-27,Robert,WOOLLARD,butcher,Elizabeth,HADDIN,domestic servant
William,CALLOWHILL,M,1737-05-30,James,CALLOWHILL,perfume chemist,Isabella,TIDY,coal miner
William,CUNNINGHAM,M,1735-05-02,Thos,CUNNINGHAM,farmer,Caroline,TIMMER,rigger in royal navy air service
Mary,LETTS,F,1737-02-17,David,LETTS,clerk,Mary,MCQUARRIE,money lender
Mary,WALKER,F,1740-11-04,Adam,WALKER,bootmaker,Martha,LINCOLN,miner
Jeanie,WILLIAMS,F,1737-02-28,George,WILLIAMS,farmer,Bridg,WELLER,power loom weaver (cotton)
Christian,LONGHORN,F,1738-11-19,James,LONGHORN,china clay merchant,Jane,HEATON,labourer
Alexander,LANCE,M,1744-06-17,William,LANCE,civil service executive officer,Janet,MCCALL,watch maker
Adam,HAYTON,M,1738-07-22,Alex,HAYTON,corn dealer,Catherine,DAVY,bottlemaker
Isabella,YOUNG,F,1740-03-20,William,YOUNG,farmer,Mary,SHASTER,farmer
Margaret,BEBINGTON,F,1737-06-15,Alexander,BEBINGTON,mason,Maggie,MUCKLAND,unitarian minister
Euphemia,MOBBS,F,1746-09-28,William,MOBBS,carman,Mary,MCDONALD,clothworker
Robert,HART,M,1738-06-23,Willi,HART,lamp cabin worker (coal mine),Euph,BATES,railway carriage cleaner
Jean,JACKMAN,F,1736-05-15,Jas,JACKMAN,coal miner,Mary,STUBBS,shepherd
Jessie,THORNE,F,1738-05-04,Willm,THORNE,mantua and dressmaker,Janet,DAKINS,engineer - tool maker
James,HENWOOD,M,1745-08-25,John,HENWOOD,fish merchant,Ann,BRINDLE,ag lab
John,MORRISS,M,1736-11-19,William,MORRISS,gardener,Jessie,EARLE,wheelwright
Agnes,SMITH,F,1737-03-13,Adam,SMITH,soldier,Margaret,BIRD,lab
Francis,WITMORE,M,1743-07-24,David,WITMORE,railway shunter,Elizabeth,MILLIGAN,innkeeper
Jane,NEWMAN,F,1738-06-18,William,NEWMAN,goldsmith,Mary,SISSON,collier
Helen,HUCK,F,1738-04-01,Peter,HUCK,cook,Mary,WYNNE,baker
Sophia,ROSE,F,1737-10-30,William,ROSE,gunlock filer,Jannet,METCALF,bishop
Elizabeth,WOODHEAD,F,1744-11-08,John,WOODHEAD,ag lab,Jane,BUGDON,lab
Jessie,MATTHEWS,F,1739-11-29,James,MATTHEWS,miller,Margaret,JUDSON,blacksmith
Elizabeth,THOMSON,F,1748-03-26,Robert,THOMSON,haulier,Mary,DUNCAN,furnaceman
Robert,HENDERSON,M,1737-01-28,Thomas,HENDERSON,shoemaker,Ann,PICKLES,labourer
Alice,TAYLOR,F,1737-10-03,Alexander,TAYLOR,weaveress,Agnes,STEWART,sorting clerk telegraphist (post office)
George,BARKER,M,1738-04-11,Robert,BARKER,mason,Mary,BURNS,parlourmaid
Annie,SAXTOR,F,1739-09-04,William,SAXTOR,town servant,Elizabeth,MCCALLUM,gardener
Hugh,VARLEY,M,1740-01-20,James,VARLEY,gold digger,Annie,TWEMLOW,lacemaker
Alexr,LEISHMAN,M,1738-07-19,Will,LEISHMAN,retail grocer,Janet,TAYLOR,bricklayer
Janet,SIMMONS,F,1737-06-12,Andrew,SIMMONS,ag lab,Elizabeth,CROW,lighterman
Joseph,EIDE,M,1742-11-15,Andrew,EIDE,labourer,Jane,MCCULLOCH,ag lab
Robert,POTTS,M,1741-04-11,John,POTTS,coster [vegetable stall],Mary,CHAPMAN,painter
Jean,ORD,F,1746-03-13,John,ORD,dyer,Mary,SWAINSON,farmer
Jemima,MARTIN,F,1738-03-05,Robert,MARTIN,farmer,Maryann,ROVAND,farmer
Janet,ATKINSON,F,1741-04-29,Willia,ATKINSON,clergyman,Agnes,BURNETT,"resident anaesthetist, hospital"
Mary,SHARROCK,F,1736-05-25,Walter,SHARROCK,farmer,Margt,SAUNDERS,pitman
George,STOPFORD,M,1739-04-25,William,STOPFORD,dressmaker,Margaret,MELDRUM,farmer
Alexr,WALLS,M,1738-03-23,James,WALLS,gardener and labourer,Mary,HINDLE,bank clerk
Margaret,GUTHRIE,F,1736-11-13,John,GUTHRIE,cotton merchant,Mary,JOHNSON,butcher
William,PAGE,M,1735-10-10,John,PAGE,labourer,Isabella,HOLLOWAY,engineer (craft)
Jean,BAXTER,F,1737-07-12,Robert,BAXTER,mine agent,Mary,BIRT,plumber
Jane,FLINT,F,1744-10-07,William,FLINT,income tax inspector,Katherine,DANIEL,house furnisher
Duncan,FLINT,M,1744-10-07,William,FLINT,income tax inspector,Katherine,DANIEL,house furnisher
Wm,HOLDWAY,M,1742-01-17,John,HOLDWAY,french polisher,Allison,CULF,woodturner
Mary,GRAY,F,1739-11-22,Malachi,GRAY,cordwainer,Jane,EVANS,woodman
Jane,LYER,F,1739-09-12,Donald,LYER,plumber,Eliza,TOMS,iron forgeman
Christina,MACRAY,F,1737-01-12,Percy,MACRAY,currier,Ann,RIBINSON,tailoress
John,SEATON,M,1740-11-05,John,SEATON,coal merchant,Janet,ADARAS,glazier
Margaret,SMITH,F,1738-06-09,John,SMITH,mariner,Margaret,WILLIAMS,welder at steelworks
Jeanie,FRIER,F,1738-09-21,James,FRIER,farmer,Helen,MADDOCKS,lab
Ellen,CARTER,F,1737-10-18,Alexander,CARTER,master butcher,Catherine,BROWN,builder
William,KNOX,M,1736-08-30,Robert,KNOX,millwright,Janet,CORDEN,textile worker
James,BOOTHROYD,M,1746-09-11,James,BOOTHROYD,hammersman (striker),Jane,ARISS,fwk
Elizabeth,MILLER,F,1740-04-29,Thomas,MILLER,iron moulder,Eliza,CARL,mantua and dressmaker
James,HODGSON,M,1736-06-10,John,HODGSON,ag lab,Jane,HOWLAND,time keeper
John,LUM,M,1736-06-20,Andrew,LUM,farmer,Mary,RAY,laboratory assistant
Thomas,NOSSE,M,1741-05-29,William,NOSSE,engineer,Jane,HARVEY,painter
Margaret,CLAPHAM,F,1754-10-21,John,CLAPHAM,joiner,Jessie,MADDAN,weaver
William,BYRN,M,1737-07-28,Hamilton,BYRN,weaver,Janet,WILLIAM,farmer
James,HENDERSON,M,1735-10-08,Matthew,HENDERSON,timber merchant,Mary,HILL,dairy worker
Robert,GLOVER,M,1739-07-21,John,GLOVER,dressmaker,Catherine,WINCH,laundress
James,BRUWN,M,1747-04-15,Andrew,BRUWN,fitter (office machinery),Sarah,FARNWORTH,smith
John,HENDSON,M,1741-03-15,John,HENDSON,steelworks maintenance engineer,Euphemia,CANLEY,farmer
John,QUINSAN,M,1744-11-23,John,QUINSAN,royal navy,Maggie,JENKINS,farmer
Ann,HALL,F,1736-11-01,Alexander,HALL,mill hand (wool),Mary,GREGORY,laundress
James,COLTHAM,M,1740-03-30,James,COLTHAM,coal miner,Mary,SANDERS,coachman
David,SIMPSON,M,1741-08-05,William,SIMPSON,florist,Jessie,SMITH,fruitman
John,WEST,M,1739-12-12,Edward,WEST,engineer,Lilias,ELLIOTT,fwk stockingmaker
David,FOLUIS,M,1739-02-07,James,FOLUIS,drysalter,Euphemia,PHILLIPS,maltster
Agnes,GUNN,F,1737-07-21,George,GUNN,teacher at business college,Mary,ANTHONY,ag lab
Elizabeth,SYKES,F,1750-01-19,Patk,SYKES,farm lab,Jane,BALDWYN,gen lab
Agnes,LOCK,F,1739-09-16,William,LOCK,humber pilot,Jessie,CHEESEMAN,plumber
Robert,MUNDAY,M,1741-01-31,Peter,MUNDAY,smith,Jessie,WELLS,labourer
Agnes,JONES,F,1738-06-05,John,JONES,farmer,Lizzie,HARGOOD,sythe stone maker
Frances,JONES,F,1738-06-05,John,JONES,farmer,Lizzie,HARGOOD,sythe stone maker
Jane,SMITH,F,1739-05-08,James,SMITH,blacksmith,Ann,POLLOCK,barmaid
William,CAMPBELL,M,1738-08-13,John,CAMPBELL,clerk,Marjory,SAWYER,tile merchant
Elizabeth,FOREMAN,F,1738-05-15,James,FOREMAN,sailor,Christina,OLDRIDGE,boatman
Elizabeth,LITTLEJOHN,F,1736-12-17,Alex,LITTLEJOHN,coach joiner,Marget,BRIDLE,engineer's fitter
Agnes,MOUNSERE,F,1738-06-09,Angus,MOUNSERE,carpenter,Isabella,LAZARUS,tailor
Thomas,WALKER,M,1740-11-21,William,WALKER,worsted spinner,Ann,HARRIS,straw plaiter
David,LEATHERBARROW,M,1737-05-18,Alexander,LEATHERBARROW,servant,Katie,ELLIOTT,farmer
Elisabeth,STEPHENS,F,1737-07-08,Robert,STEPHENS,butcher,Jessie,MAYOR,gardener
Margaret,STEVENS,F,1735-11-26,Robert,STEVENS,clerk in holy orders,Mary,CLARK,cottager
Janet,MADDOX,F,1741-04-01,Patrick,MADDOX,bookkeeper,Janet,HUGHES,labourer
William,LOADER,M,1742-03-25,David,LOADER,coal miner,Jane,CURRIDGE,detective officer
Mary,LOADER,F,1742-03-25,David,LOADER,coal miner,Jane,CURRIDGE,detective officer
John,NICHOL,M,1742-11-26,Robert,NICHOL,furnace man,Mary,WOOLLEY,tailor
Thomas,ADAMS,M,1748-02-21,Adam,ADAMS,coal miner,Mary,HALL,labourer
Robert,BROWN,M,1740-06-08,William,BROWN,farmer,May,THURSTON,publican
Malvina,EADE,F,1738-08-14,James,EADE,colour sgt,Agnes,BROCK,coal miner
Andrew,SUMNER,M,1737-08-14,Fergus,SUMNER,vicar,Margaret,ROBINSON,cordwainer
Agnes,BLACKWALL,F,1740-12-22,James,BLACKWALL,ag lab,Janet,HADLEY,labourer
Isa,BLACKWALL,F,1740-12-22,James,BLACKWALL,ag lab,Janet,HADLEY,labourer
Alexander,JOHNSTON,M,1739-03-17,James,JOHNSTON,winder in cotton factory,Jeanie,CHADWICH,seaman
James,SAVIL,M,1739-03-01,Thomas,SAVIL,wool sorter,Jane,ELDER,dressmaker
Agnes,HARPER,F,1739-07-17,Allan,HARPER,railway clerk,Christeena,DOUGLAS,shoemaker
Ann,STOWE,F,1745-11-12,John,STOWE,baker & provision dealer,Johan,SMITH,merchant seaman
Francis,GIBBS,M,1743-12-24,Andrew,GIBBS,licensed victualler,Jane,BETTS,schoolmaster
Mary,HALL,F,1751-09-09,Donald,HALL,lab,Eupham,GREEN,dressmaker
James,MORAN,M,1743-05-01,John,MORAN,teacher,Mary,AMES,fancy tiler
Mary,MACDONALD,F,1740-01-27,Gavin,MACDONALD,railway fireman,Elizabeth,ROBINSON,farm servant
Ernest,WEST,M,1741-02-16,Wallace,WEST,farmer,Katherine,MAIDMENT,cutler
Helen,HAYDOCK,F,1738-08-26,John,HAYDOCK,builder,Mary,HOOPER,brickmaker
Annie,COPHAM,F,1736-01-31,John,COPHAM,crofter,Hessie,SCOTT,millwright
Helen,ETHERINGTON,F,1742-09-29,Thomas,ETHERINGTON,artist,Robena,BOAK,domestic servant
George,AYRE,M,1737-11-18,John,AYRE,builder,Marion,WALTERS,ag lab
Jane,MILLBURN,F,1743-07-25,Richard,MILLBURN,farmer,Jane,NOBLE,"able seaman, royal navy"
Jane,TAYLOR,F,1744-08-06,John,TAYLOR,labourer,Elizabeth,HOLROYD,farrier
Mary,FROST,F,1747-11-25,Robert,FROST,carver,Mary,WALLIS,carpenter
Alexander,CURTIS,M,1739-08-04,James,CURTIS,builder,Elizabeth,MOORE,labourer
Francis,HOLDERNESS,M,1738-02-22,William,HOLDERNESS,crofter,Margaret,TORY,boatman
Helen,CRANE,F,1737-04-18,Alexander,CRANE,childrens nanny,Janet,CLARKE,labourer
Joseph,POLLARD,M,1740-12-12,William,POLLARD,"lance corporal, 21st foot",Jessie,HOBBS,school teacher
Alexander,DOUGLAS,M,1739-02-07,Duncan,DOUGLAS,millwright,Jane,SMITH,sergeant
David,HOCKLEY,M,1740-04-26,Robert,HOCKLEY,innkeeper,Martha,HANNAN,upholsterer and matress maker
Eliza,BOTTOMLEY,F,1742-09-01,William,BOTTOMLEY,farmer,Annie,DODMAN,ag lab
Andrew,COLLINS,M,1738-12-07,David,COLLINS,carriers clerk,Janet,HAWKS,gardener
Andrew,ENTWISLE,M,1737-11-30,Peter,ENTWISLE,coal miner,Anne,RIMMER,gamekeeper
Isabella,SCHOLES,F,1738-09-24,James,SCHOLES,servant,Catherine,BELLION,gardener
Mary,LASHAM,F,1738-04-04,James,LASHAM,labourer,Margaret,WATERS,police constable
Janie,HUTCHINSON,F,1738-06-02,Gordon,HUTCHINSON,wharfinger,Elizabeth,LAUGHLIN,woodman
Christina,SPRINGET,F,1741-05-11,David,SPRINGET,engineer,Jemima,HALLING,farmer
Thomas,SCOTT,M,1739-03-05,Michael,SCOTT,ag lab,Jane,COX,wood turner
Charles,BOUGHEY,M,1740-01-26,George,BOUGHEY,merchant,Mary,STEEL,warehouseman
Annie,TINKER,F,1739-08-04,William,TINKER,carman,Elsie,SQUIRE,woollen mill worker
Daniel,MCKELLY,M,1738-01-23,Hugh,MCKELLY,farmer,Agnes,JENNINGS,carpenter
John,CASEWELL,M,1738-09-30,Alex,CASEWELL,furnace manager,Marion,KNAPP,labourer
Thomas,FENNER,M,1737-12-26,John,FENNER,clay labourer,Margaret,GOODING,foreman engineer
Georgina,POOLEY,F,1745-12-17,George,POOLEY,railway servant,Margt,COOPERTHWAS,servant
Isabella,TODD,F,1736-07-26,John,TODD,farmer,Mary,BOURNE,school master
Jessie,TODD,F,1736-07-26,John,TODD,farmer,Mary,BOURNE,school master
James,BEVERCOMBE,M,1740-02-15,William,BEVERCOMBE,farmer,Elizabeth,POWEL,sadler
Barbara,CAMPBELL,F,1739-01-22,Richard,CAMPBELL,van driver,Mary,WALKER,coal merchant
Catherine,HUMPHRIES,F,1745-09-24,Daniel,HUMPHRIES,farmer,Margaret,BENTLEY,warehouseman
Catherine,FOORD,F,1738-02-01,Edward,FOORD,brewers servant,Phanuel,STEPHENSON,silk throwster
Mary,PARSONS,F,1745-04-21,David,PARSONS,labourer,Jessie,WOOD,milliner
John,MORLEY,M,1738-05-06,William,MORLEY,lab,Agnes,PAMENTON,stone mason
Margaret,KEMP,F,1737-10-25,William,KEMP,gamekeeper,Agnes,SCHOFIELD,mineral water worker
Alexander,RONSLEY,M,1743-02-05,Robert,RONSLEY,shipwright,Isabella,APLIN,general labourer
George,WALSH,M,1760-05-24,David,WALSH,carriage builder,Clementina,FAIRLY,weaver
William,SCOTT,M,1738-05-17,Andrew,SCOTT,school master,Mary,WHILIWOOD,farmer
Grace,BELL,F,1742-02-07,William,BELL,saddler,Ann,JENKINS,clerk
Alexander,WILLIAMS,M,1740-01-09,Alexander,WILLIAMS,cowkeeper,Janet,MCLEOD,tailor
Jessie,BAILEY,F,1738-08-20,Will,BAILEY,farmer,Janet,JONES,chandelier maker
Thomas,BAILEY,M,1738-08-20,Will,BAILEY,farmer,Janet,JONES,chandelier maker
John,SMITH,M,1738-09-01,James,SMITH,lamplighter,Mary,PEARCE,labourer
Cathrine,ALCOCK,F,1741-04-17,Thomas,ALCOCK,domestic servant,Agnes,WHALE,shoemaker
Susan,MERIMAN,F,1741-12-06,James,MERIMAN,cooper,Margaret,OWEN,confectioner
Isobella,WILLIAMS,F,1738-02-22,James,WILLIAMS,domestic service,Agnes,SQUIRES,pawn broker
Margaret,PARKER,F,1737-09-26,William,PARKER,shoemaker,Ann,COCK,labourer
Charles,ROBERTS,M,1741-05-31,Alex,ROBERTS,maltster,Mary,MCPHAIL,engineer
Hugh,LEWIS,M,1761-01-14,John,LEWIS,ag lab,Bridget,PERRY,engineer
John,LARGE,M,1744-04-03,Jas,LARGE,hosier,Sarah,BETRIDGE,thatcher
Jessie,MCEWAN,F,1738-05-31,William,MCEWAN,farmer,Nerassie,HAYWOOD,ironmonger
Mary,REAKES,F,1737-01-08,Thos,REAKES,domestic servant,Ann,MCCAUL,musical instrument maker
James,RENNIE,M,1736-11-11,John,RENNIE,labourer,Mary,MCCOUVILLE,shop assistant
Elizabeth,SIMMONDS,F,1739-07-06,Alexander,SIMMONDS,general labourer,Jane,BROUGH,schoolmaster of endowed grammar school
Angus,BAILLIE,M,1745-08-04,Alexander,BAILLIE,hat machinist,Mary,NEWELL,file cutter
George,RHOYDS,M,1738-02-19,George,RHOYDS,coal miner,Mary,THOMAS,medical practitioner (g.p)
Alexander,POATNEY,M,1738-11-29,Oscar,POATNEY,iron moulder,Margaret,DELL,lab
Marion,GOULTY,F,1739-11-13,Joseph,GOULTY,iron refiner,Mary,CORNISH,nursemaid
Lizzie,GOULTY,F,1739-11-13,Joseph,GOULTY,iron refiner,Mary,CORNISH,nursemaid
Catherine,HILL,F,1747-03-19,Humphrey,HILL,lab,Martha,MIDLANS,coachman
Nelly,MATHEWS,F,1745-01-01,Alexander,MATHEWS,labourer,Christina,MOORE,labourer
Janet,HANTBY,F,1743-12-20,William,HANTBY,furniture salesman,Catherine,ROBSON,chair polisher
James,LEE,M,1740-08-10,Thomas,LEE,sailmaker,Harriot,ABELL,ag lab
Edward,CROWTHER,M,1738-12-30,Robert,CROWTHER,labourer,Ann,MORRIS,labourer
Robert,NIXON,M,1744-01-29,Johan,NIXON,collier,Sarah,MCCOMBIE,farmer
John,TURNER,M,1738-02-01,James,TURNER,writer,Margaret,THOPSON,petty officer
Elisabeth,KNEATH,F,1737-03-15,James,KNEATH,engine fitter,Margaret,WOOLF,textile worker
Daniel,CAKLEY,M,1738-04-20,Robert,CAKLEY,painter,Mary,BURN,labourer
Halbert,KEETEY,M,1743-01-05,Jas,KEETEY,labourer,Sarah,AGSELL,washerwoman
Mary,BALBIRNIE,F,1737-06-17,William,BALBIRNIE,speed tenter (cotton mill),Eliza,STIRNOCK,stonemason
William,BALBIRNIE,M,1737-06-17,William,BALBIRNIE,speed tenter (cotton mill),Eliza,STIRNOCK,stonemason
James,FRETWELL,M,1739-09-21,George,FRETWELL,headmaster,Margaret,HOPKINS,hatter
Annie,BUCKLAND,F,1740-11-02,James,BUCKLAND,headmaster,Marion,DALE,carpenter
Elizabeth,HUMPHREY,F,1741-04-26,William,HUMPHREY,wheelwright,Sarah,GREYSTONE,master mariner
Robert,JOHNSON,M,1743-01-08,James,JOHNSON,bobbin turner,Jessie,BURROWS,clerk
John,DIGBY,M,1737-02-15,James,DIGBY,quarryman,Nora,BOULTON,traveller
George,JOHNS,M,1737-09-10,Adam,JOHNS,baker and grocer,Cath,JENKINS,labourer
Margaret,GREEN,F,1743-09-08,Samuel,GREEN,file hardener,Bell,MCKAY,huckster
William,MCCALL,M,1739-09-10,John,MCCALL,railway enginer driver,Hannah,PERT,coal carter
David,PARFITT,M,1743-03-02,John,PARFITT,engine fitter,Mary,PARFIT,labourer
Alexander,BAKER,M,1741-03-19,George,BAKER,carpenter,Margaret,HOLDEN,dyer
John,ELLIOTT,M,1745-02-27,James,ELLIOTT,farmer,Ellen,CHAUVENT,lab
John,DAVIDSON,M,1741-07-05,Robert,DAVIDSON,lab,Cathrine,SHAWCROSS,mercantile clerk
William,BARTLETT,M,1745-03-07,John,BARTLETT,shopkeeper,Margaret,CLIFFORD,gardener
William,SLADE,M,1747-05-10,Archd,SLADE,brickworks manager,Isabella,HOLMES,confectioner
John,NEWMAN,M,1737-06-18,John,NEWMAN,farmer,Catherine,HENRY,labourer
William,LOVACK,M,1741-12-03,Robert,LOVACK,ag lab,Agnes,MOSLEY,labourer
Will,HARRIS,M,1743-10-29,Robert,HARRIS,iron moulder,Catherine,BRASTON,clerk
Catherine,BLAKE,F,1744-02-28,Alexr,BLAKE,vellum binder,Jane,ROBERTS,butcher
Agnes,BLAKE,F,1744-02-28,Alexr,BLAKE,vellum binder,Jane,ROBERTS,butcher
Jessie,POPPLEMILL,F,1739-07-08,John,POPPLEMILL,labourer,Bella,LAYCOCK,labourer
Elizabeth,ROWLAND,F,1736-12-22,James,ROWLAND,farm labourer,Annie,JOHNSON,farm worker
Charles,RANDALL,M,1747-04-19,James,RANDALL,farrier,Mary,JOSEPH,pattern maker
Catherine,THOMSON,F,1746-02-11,James,THOMSON,coal merchant,Agnes,WOODROFFE,miller
Helen,GOODE,F,1742-05-10,Wm,GOODE,ag lab,Mary,SISSON,builder
Duncan,DOWLAND,M,1737-09-21,John,DOWLAND,mill worker,Isabella,KILLINGLEY,office worker (coal merchants)
Marion,JACK,F,1740-09-09,John,JACK,carpenter,Ellen,GILBERT,coal merchant
Archd,WOOD,M,1738-04-20,Robert,WOOD,clerk in holy orders,Mary,CAIN,coal miner
James,PEYMAN,M,1737-12-15,Robert,PEYMAN,sweet shop owner,Elizabeth,BEALE,lab
Ann,COLLETT,F,1743-11-05,John,COLLETT,coach builder,Mary,PARKES,farm lab
Effie,WOTTON,F,1738-01-15,Jas,WOTTON,painter,Ann,RAWLE,blacksmith
Robert,MCEWEN,M,1739-04-02,David,MCEWEN,brewery worker,Eliza,VINEY,wheelwright
Jemima,LEE,F,1739-12-16,Robt,LEE,gardener,Maggie,WHITAKER,engine driver
Jane,SULLIVAN,F,1743-12-05,Hugh,SULLIVAN,domestic cook,Mary,CROCKER,oil miller
Alfred,SWIFT,M,1738-06-27,Francis,SWIFT,labourer,Jane,PRATT,teacher
David,TAGG,M,1740-07-24,William,TAGG,lab,Janet,WILLIAMS,husbandman
Jimia,PURKES,F,1740-12-21,David,PURKES,labourer,Jane,GROVES,shop assistant
David,PURKES,M,1740-12-21,David,PURKES,labourer,Jane,GROVES,shop assistant
