rec-id,FirstName,LastName,MotherFirstName,FatherLastName,DateofBirth,FatherFirstName,FatherOccupation,MotherLastName,Gender,MotherOccupation
rec-2231-org,Marion,AYRE,Marion,AYRE,1746-02-18,John,builder,WALTERS,F,ag lab
rec-2232-org,Jane,BENNETT,Janet,BENNETT,1748-09-27,Thomas,engraver,MELLOR,F,sawyer
rec-2233-org,John,TAYLOR,Annie,TAYLOR,1752-05-04,Peter,saddler,PARRY,M,butcher
rec-2234-org,Janet,BAILEY,Elizabeth,BAILEY,1747-09-04,James,labourer,EDWARDS,F,stock exchange clerk
rec-2235-org,Barbara,SMITH,Maggie,SMITH,1745-11-05,Alexander,labourer,MICHAEL,F,railway bookkeeper
rec-2236-org,Andrew,CORNISH,Elisabeth,CORNISH,1745-08-14,Robert,cooper,CAWLEY,M,shipwright
rec-2237-dup-0,Marga4et,CORNISH,Elisabeth,CORNISH,1745-08-14,Robert,cooper,CAWLEY,F,shipwright
rec-2238-org,Roderick,HARRISS,Sarah,HARRISS,1753-10-07,William,managing director (textile finishing company),EVANS,M,farmer
rec-2239-org,Elizabeth,TOWART,Georgina,TOWART,1746-02-13,John,baker,GODSALL,F,electrical engineer
rec-224-org,James,SIMPSON,Agnes,SIMPSON,1727-06-27,John,farmer,VIVIAN,M,lab
rec-2240-org,Jane,STRADLING,Ann,STRADLING,1749-11-28,George,wheelwright,BARKER,F,foreman [lab]
rec-2241-org,James,PARKER,Ann,PARKER,1744-04-30,William,shoemaker,COCK,M,labourer
rec-2242-dup-0,Susan,SUMNERq,Margaret,SUMNER,1743-01-22,Fergus,vicar,ROBINSON,F,cordwainer
rec-2243-org,Grace,BARTON,Ann,BARTON,1745-01-05,John,parish priest,BULL,F,char
rec-2244-org,James,MORISH,Jane,MORISH,1758-12-21,Thomas,blacksmith,FARRANTS,M,analytical chemist
rec-2245-org,Eliza,MORISH,Jane,MORISH,1758-12-21,Thomas,blacksmith,FARRANTS,F,analytical chemist
rec-2246-org,Patrick,THORNE,Isabella,THORNE,1749-09-12,Robert,reeler,MARTIN,M,carpenter
rec-2247-org,Priscilla,HARPUR,Jessie,HARPUR,1750-01-19,John,insurance agent,GIBBS,F,labourer
rec-2248-org,George,JONES,Mary,JONES,1746-12-30,Duncan,police officer,MATHIE,M,bricklayer
rec-2249-org,Catherine,DREW,Jessie,DREW,1750-02-18,Peter,master mason,BROWN,F,mariner
rec-225-org,William,HALCRO,Marion,HALCRO,1728-08-22,Edward,broker,CURD,M,joiner
rec-2250-org,Maggie,EVANS,Ann,EVANS,1749-08-12,James,husbandman,BELL,F,gun finisher
rec-2251-org,James,ONELL,Mary,ONELL,1745-02-10,Malcom,fisherman,GRAHAM,M,lab
rec-2252-org,Isabella,WILKINSON,Isabella,WILKINSON,1755-02-25,Robert,cooper,THORPE,F,currier
rec-2253-dup-0,Elizabeth,ECCLESTNOE,Mary,ECCLESTONE,1754-07-20,James,gardener,MCWILLIAM,F,commercial clerk
rec-2254-org,Margaret,THOMAS,Mary,THOMAS,1763-08-02,George,drysalter,HOWELLS,F,clerk
rec-2255-org,Catherine,CAIGER,Jane,CAIGER,1745-02-20,James,labourer,ROBERT,F,blacksmith
rec-2256-org,William,HUGGET,Susan,HUGGET,1749-03-17,John,railway clerk,ASKWITH,M,groom
rec-2257-org,Thomas,MILTON,Margaret,MILTON,1761-12-13,Thomas,ag lab,SMITH,M,farmer
rec-2258-org,Charles,TAYLOR,Margaret,TAYLOR,1754-03-06,Michael,collier,WEST,M,blacksmith
rec-2259-dup-0,Mary,DUSBERkY,Mary,DUSBERRY,1748-04-03,John,insurance company secretary,SNEATH,F,locomotive engine fireman
rec-226-org,James,BUTTERWORTH,Martha,BUTTERWORTH,1733-01-10,Alexander,sawyer,WOODROFFE,M,mason
rec-2260-org,Catherine,SMITH,Eliza,SMITH,1746-02-27,David,joiner,DANIEL,F,lead miner
rec-2261-org,James,MARSHALL,Christina,MARSHALL,1746-06-17,John,net braider,WILLCOX,M,woollen merchant
rec-2262-dup-0,Besy,GRAYHAM,Ann,GRAYHAM,1745-07-23,Daniel,office cleaner,CLAYTON,F,writer
rec-2263-org,Margaret,BACK,Margaret,BACK,1745-04-30,Robert,commercial traveller,SANDALLS,F,miner
rec-2264-org,Robert,GODDARD,Emilie,GODDARD,1748-06-20,John,engineer,SWORD,M,nurse
rec-2265-org,Janet,MILLS,Jessie,MILLS,1744-09-27,James,innkeeper,WALKER,F,mercantile clerk
rec-2266-dup-0,Lachzan,BURRELL,Elizabeth,BURRELL,1745-05-15,John,soldier,PREBBLE,M,merchant's clerk
rec-2267-dup-0,Thimas,COCKER,Jane,COCKER,1745-09-08,David,portrait painter,NICHOLSON,M,letter carrier
rec-2268-org,Hugh,ROSE,Jannet,ROSE,1747-07-04,William,gunlock filer,METCALF,M,bishop
rec-2269-org,William,TAYLOR,Ann,TAYLOR,1748-08-07,Walter,missionary,ROBERTSON,M,worsted spinner (master)
rec-227-org,Gordon,FRAIYER,Maggie,FRAIYER,1729-11-07,Donald,labourer,HANCOCK,M,clerk in holy orders
rec-2270-org,Susan,ASTLE,Ellen,ASTLE,1745-03-24,John,joiner,BOWMAN,F,labourer
rec-2271-org,John,JONES,Hannah,JONES,1747-03-30,James,coal mine deputy,WRIGLEY,M,servant
rec-2272-dup-0,Johun,DOWN,Margt,DOWN,1746-03-11,John,weaver,DUNSMUIR,M,gentleman landowner
rec-2273-org,Catherine,DOWN,Margt,DOWN,1746-03-11,John,weaver,DUNSMUIR,F,gentleman landowner
rec-2274-org,Jane,BURT,Jeanie,BURT,1747-04-18,George,farmer,GILL,F,cabinet maker
rec-2275-org,Willa,DAVID,Elisabeth,DAVID,1745-11-17,Robert,grocery stores proprietor,CAMERON,F,domestic servant
rec-2276-org,Mary,BOLTON,Janet,BOLTON,1749-11-20,James,editor- scots dialect dictionary,HORNER,F,aicraft fitter
rec-2277-org,John,HODKINSON,Anne,HODKINSON,1744-11-08,John,plumber and glazier,ROBERTSON,M,farm worker
rec-2278-org,Margaret,RUSSELL,Hannah,RUSSELL,1745-12-07,John,policeman,IRVINE,F,silk throwster
rec-2279-dup-0,Alexnader,SMITH,Maggie,SMITH,1750-11-30,Thomas,hawker,ROWE,M,coal miner
rec-228-org,Francis,BACL,Ann,BACL,1729-03-20,George,farmer,HODGSON,M,merchant seaman
rec-2280-org,Willi,JONES,Margt,JONES,1746-02-27,Thomas,labourer,COLVILLE,M,coal mechant
rec-2281-dup-0,Maraaret,DURRANT,Elizabeth,DURRANT,1747-08-10,Daniel,builder,READING,F,collier
rec-2282-org,Margaret,PAGE,Isabella,PAGE,1744-11-25,John,labourer,HOLLOWAY,F,engineer (craft)
rec-2283-dup-0,Janey,JACKMAN,Mary,JACKMAN,1744-10-24,Jas,coal miner,STUBBS,F,shepherd
rec-2284-dup-0,Mathex,SMITHYMAN,Rachel,SMITHYMAN,1748-09-24,Wm,warehouseman,WARBURTON,M,blacksmith
rec-2285-org,Annie,ATKIN,Catherine,ATKIN,1749-12-15,Andrew,ag lab,BRAIN,F,carrier
rec-2286-org,Clementina,BUTLER,Maria,BUTLER,1749-09-02,Duncan,straw plaiter,YOUNGHUSBAND,F,bailiff
rec-2287-dup-0,Margaret,TURNR,Mary,TURNER,1754-11-08,John,machine fitter (cotton mill),THOMAS,F,groom
rec-2288-dup-0,John,WILIAMS,Catherine,WILLIAMS,1745-08-31,James,ag lab,PRATT,M,tenant farmer
rec-2289-dup-0,James,WALLCE,Ann,WALLACE,1748-07-01,James,mail driver,NOBLE,M,boot & shoe maker
rec-229-dup-0,Georg,C,Margaret,C,1727-07-18,Andrew,coal miner,WILLIAMS,M,sailmaker
rec-2290-dup-0,Thomas,NEWBUsY,Catherin,NEWBURY,1745-09-18,Robert,boilermaker,BENT,M,blacksmith
rec-2291-dup-0,John,NEWAN,Catherine,NEWMAN,1744-11-08,John,farmer,HENRY,M,labourer
rec-2292-org,Janet,TAYLOR,Helen,TAYLOR,1744-12-05,John,clerk,HALL,F,chemical engineer
rec-2293-org,Bridget,PENNINGTON,Mary,PENNINGTON,1745-11-04,William,labourer,BELL,F,grocer and baker
rec-2294-org,Robert,CURTIS,Helen,CURTIS,1747-03-16,George,minder (cotton mill),RICHARDSON,M,toolmaker
rec-2295-dup-0,Williqm,SPREECHLY,Mary,SPREECHLY,1746-03-30,John,labourer,THOMSON,M,farmer
rec-2296-org,Wm,KENDAL,Ellen,KENDAL,1750-05-19,Alexander,licensed victualler,EDWARDS,M,upholsterer and matress maker
rec-2297-org,Jessie,TRESTRAIL,Ann,TRESTRAIL,1745-06-17,Edward,lamplighter,CLARK,F,ironfounder
rec-2298-org,David,CAMPBELL,Martha,CAMPBELL,1747-11-22,Thomas,farmer,AINSLEY,M,civil servant
rec-2299-org,Annie,RAY,Mary,RAY,1749-08-25,Dinnis,carman,SIMKIN,F,farmer
rec-23-org,Mary,DISS,Florence,DISS,1721-03-25,Gregor,plater,EIDE,F,joiner
rec-230-org,Margaret,SAXTOR,Elizabeth,SAXTOR,1729-03-19,William,town servant,MCCALLUM,F,gardener
rec-2300-org,Isabella,LEISHMAN,Elizabeth,LEISHMAN,1747-09-13,Will,retail grocer,TINTO,F,labourer
rec-2301-org,Mary,SHACKLETON,Isabella,SHACKLETON,1746-04-13,William,confectioners salesman,STROUD,F,textile industry
rec-2302-dup-0,John,WALH,Selina,WALSH,1760-08-16,James,weaver,GLUE,M,seaman
rec-2303-org,Jane,MCCARTNEY,Grace,MCCARTNEY,1751-09-21,Thomas,barman,ANTWISTLE,F,proprietor glass merchant & craftsman
rec-2304-org,Mary,JAMES,Jessie,JAMES,1750-03-09,George,lace maker,AKERMAN,F,pitman
rec-2305-org,James,BEBINGTON,Maggie,BEBINGTON,1745-07-01,Alexander,mason,MUCKLAND,M,unitarian minister
rec-2306-org,Margaret,LYMBURN,Mary,LYMBURN,1746-11-07,William,servant,BELL,F,gardener
rec-2307-org,Elizabeth,BRYAN,Mary,BRYAN,1745-06-09,George,farmer,CLARKE,F,radio engineer
rec-2308-org,Christian,HARPER,Ann,HARPER,1748-04-10,Jn,shopkeeper,PRESS,F,joiner- foreman
rec-2309-dup-0,Thomast,MASON,Barbara,MASON,1745-03-25,James,locomotive engine fireman,BOOTH,M,railway platelayer
rec-231-dup-0,Tomas,JUSTIN,Isabella,JUSTIN,1742-04-28,James,engineer,ARMITAGE,M,mariner
rec-2310-org,William,GOYMER,Catherine,GOYMER,1753-04-21,James,cabinet maker,DOWED,M,solicitor
rec-2311-org,Jessie,CONNEL,Ann,CONNEL,1745-03-29,Hugh,butcher,COTTON,F,weaver
rec-2312-org,Mary,MERIMAN,Margaret,MERIMAN,1748-02-28,James,cooper,OWEN,F,confectioner
rec-2313-dup-0,David,MOARN,Alison,MORAN,1746-04-03,Frederick,lithographer,COLLIS,M,quarryman
rec-2314-org,Lavinia,PERRY,Ellen,PERRY,1747-06-25,Peter,whitesmith,MURRAY,F,miller
rec-2315-org,Elizabeth,BERRYMAN,Catharine,BERRYMAN,1750-09-22,George,joiner,REDFERN,F,shopkeeper- grocery & drapery
rec-2316-org,Alexander,ROWLAND,Mary,ROWLAND,1750-01-14,Willia,parchment manufacturer,TIDDEMAN,M,carpenter
rec-2317-org,Margaret,SOTHERN,Ann,SOTHERN,1749-11-26,Charles,labourer,EAMP,F,housekeeper/nanny
rec-2318-org,Jessie,PRATT,Ann,PRATT,1747-04-23,Joseph,farmer,GIBBON,F,tailor
rec-2319-dup-0,Jane,RENIE,Mary,RENNIE,1746-04-06,John,labourer,MCCOUVILLE,F,shop assistant
rec-232-org,John,MCKAY,Ann,MCKAY,1731-07-13,William,plumber,SMITH,M,crofter
rec-2320-org,Alexander,CORIGAIN,Cathrine,CORIGAIN,1754-12-23,Thomas,miner,GRIFFIN,M,bricklayer's labourer
rec-2321-dup-0,Jess8e,KING,Isabella,KING,1749-08-16,George,engineer,FITZGERALD,F,farm servant
rec-2322-org,Agnes,SHESKLY,Agnes,SHESKLY,1745-03-02,David,hammersman (striker),MORRIS,F,tailor
rec-2323-dup-0,Rober6,PANTON,Annie,PANTON,1751-06-16,William,publican,ADAMS,M,letter carrier
rec-2324-org,George,DOBBEN,Elizabeth,DOBBEN,1745-08-13,Robert,parish road labourer,BADDINGTON,M,dyers labourer
rec-2325-org,Jane,MORRIS,Jean,MORRIS,1746-01-17,James,blacksmith,MARSHALL,F,coal meter
rec-2326-org,Adam,HOLDWAY,Allison,HOLDWAY,1754-01-07,John,french polisher,CULF,M,woodturner
rec-2327-org,John,KISS,Ann,KISS,1744-07-23,Daniel,framework knitter,CROCK,M,gardener
rec-2328-org,Jane,QUARTLY,Bonella,QUARTLY,1745-03-10,James,horse nail maker,PICKERIS,F,stonemason
rec-2329-org,George,JONES,Margaret,JONES,1751-01-27,Robert,inn keeper,HUGHES,M,gardener
rec-233-org,David,NEWMAN,Catherine,NEWMAN,1727-07-20,John,farmer,HENRY,M,labourer
rec-2330-org,Annie,SYLVESTER,Helen,SYLVESTER,1748-08-01,James,charter master,BAKER,F,weaver
rec-2331-org,Mina,SORBY,Ann,SORBY,1747-05-09,Peter,clerk- railway clearing office,BONEHILL,F,watchmaker
rec-2332-org,Margaret,BELL,Ann,BELL,1746-04-27,William,saddler,JENKINS,F,clerk
rec-2333-org,Charles,BEAMISH,Catherine,BEAMISH,1748-01-28,John,miner,SCAUTLEBURG,M,butcher
rec-2334-org,William,BRADLEY,Lizzie,BRADLEY,1747-09-30,Andrew,carpenter,ILES,M,greengrocer
rec-2335-org,Kenneth,HADDOCK,Betsy,HADDOCK,1749-05-01,Peter,clerk,HALL,M,pork butcher
rec-2336-org,Margaret,TOMES,Mrs,TOMES,1745-12-08,David,merchant's clerk,JENNINGS,F,labourer
rec-2337-org,Margaret,MORAN,Jeanie,MORAN,1744-11-22,Andrew,farrier,NEATHWAY,F,motor driver
rec-2338-org,Agnes,MORAN,Jeanie,MORAN,1744-11-22,Andrew,farrier,NEATHWAY,F,motor driver
rec-2339-dup-0,Elizsbeth,FRYER,Jane,FRYER,1744-07-03,David,labourer,NARY,F,upholsterer
rec-234-org,Duncan,BERY,Annie,BERY,1730-05-01,Archd,shopkeeper,PARR,M,tailor and draper
rec-2340-org,John,RICHARDSON,Margt,RICHARDSON,1754-04-10,Edward,draper,SEDGWICK,M,fisherman
rec-2341-org,Ann,TURNER,Margaret,TURNER,1745-03-01,James,writer,THOPSON,F,petty officer
rec-2342-dup-0,Jange,HOLLINGWORTH,Louisa,HOLLINGWORTH,1748-12-02,John,captain of militia,MITCHLY,F,boatman
rec-2343-org,James,DICKENS,Janet,DICKENS,1745-07-12,William,bricklayer,BESWICK,M,commission agent
rec-2344-org,Hannah,BIFE,Mary,BIFE,1746-09-20,Hugh,farmer,LAVENDER,F,authorised clerk stock exchange
rec-2345-org,John,PARSONS,Ann,PARSONS,1744-12-09,John,ganger on railway,GOULD,M,chaise driver
rec-2346-org,Ann,KAY,Andreania,KAY,1747-04-11,James,gardener,HENISTSON,F,oilman
rec-2347-org,Agnes,STURTHORNE,Ann,STURTHORNE,1744-11-10,Willi,iron moulder,POWELL,F,working mens club manager
rec-2348-org,David,WELCH,Agnes,WELCH,1746-03-10,John,seamer,SMITH,M,lab
rec-2349-org,Mary,HARGREAVES,Margaret,HARGREAVES,1750-08-31,Duncan,ships clerk,GRAY,F,royal navy
rec-235-dup-0,Geoahge,GONDIE,Margaret,GONDIE,1738-12-31,Andrew,miner,TAYLOR,M,engineers draughtsman
rec-2350-org,James,RUNDLE,Jane,RUNDLE,1751-12-22,John,carpenter,PRINGLE,M,cotton weaver
rec-2351-org,Joseph,MASON,Helen,MASON,1746-01-21,Donald,mechanic- tape works,TAYLOR,M,accountant
rec-2352-org,George,BUGG,Janet,BUGG,1748-01-10,James,labourer,JOBSON,M,doctor of medicine - medical supervisor of t.b. ho
rec-2353-dup-0,Alexander,HAT,Agnes,HART,1744-05-18,James,lab,WILLIAMS,M,iron master
rec-2354-org,Janet,TUIT,Jeanie,TUIT,1751-04-18,Simpson,weaver,CLARK,F,labourer
rec-2355-org,James,WILLIAMS,Agnes,WILLIAMS,1745-05-22,James,domestic service,SQUIRES,M,pawn broker
rec-2356-dup-0,Elisapt,HARPER,Christeena,HARPER,1745-11-14,Allan,railway clerk,DOUGLAS,F,shoemaker
rec-2357-dup-0,Anni,SHACKLETON,Catherine,SHACKLETON,1746-05-23,Wm,labourer,HUDLESTONE,F,farmer
rec-2358-org,Christina,CLIMPSON,Mary,CLIMPSON,1745-09-24,David,labourer,GREENWELL,F,regular soldier
rec-2359-dup-0,Jan4,WAITE,Maggie,WAITE,1747-01-25,George,cotton weaver,OTTER,F,housekeeper
rec-236-dup-0,Willizm,HENDSON,Euphemia,HENDSON,1727-03-24,John,steelworks maintenance engineer,CANLEY,M,farmer
rec-2360-org,Agnes,CROWDY,Christina,CROWDY,1746-07-04,Robert,labourer,PEARCE,F,labourer
rec-2361-dup-0,Annie,WHYT,Christina,WHYTE,1745-07-23,George,grocer,GOODEY,F,sales inspector- beverages
rec-2362-org,Wm,MCNAB,Margt,MCNAB,1745-12-07,Robert,tailor,LEES,M,timber merchant
rec-2363-org,Mary,SIMS,Marion,SIMS,1749-08-30,James,hawker,MCKIE,F,boot and shoe maker
rec-2364-dup-0,Alexbnder,PARRY,Agnes,PARRY,1748-12-23,John,farmer,WELLINGTON,M,iron moulder
rec-2365-org,Ann,BEAK,Elizabeth,BEAK,1749-06-23,Willm,ostler,GLUBB,F,chief accountant to contractors
rec-2366-org,John,DAVIS,Helen,DAVIS,1755-07-09,James,grocery assistant,BRITT,M,flax spinner
rec-2367-dup-0,Japet,GUNN,Mary,GUNN,1749-01-06,George,teacher at business college,ANTHONY,F,ag lab
rec-2368-org,William,MCCARTHY,Eliza,MCCARTHY,1747-08-31,Robert,chaise driver,PHILLIPS,M,lathe turner
rec-2369-dup-0,Matthe,JUSTIN,Isabella,JUSTIN,1752-12-14,James,engineer,ARMITAGE,M,mariner
rec-237-org,James,HUMPHRIES,Jeanie,HUMPHRIES,1732-02-21,John,lacemaker,WALSH,M,farmer
rec-2370-org,James,JONES,Lizzie,JONES,1746-03-28,John,farmer,HARGOOD,M,sythe stone maker
rec-2371-dup-0,Charlotex,SEATON,Ann,SEATON,1752-01-08,John,coal merchant,ASPEN,F,gardener
rec-2372-org,John,FOREMAN,Christina,FOREMAN,1746-04-12,James,sailor,OLDRIDGE,M,boatman
rec-2373-org,Helen,GOODE,Mary,GOODE,1750-08-26,Wm,ag lab,SISSON,F,builder
rec-2374-dup-0,Alexander,GREAVSE,Mary,GREAVES,1747-03-21,James,post official - assistant inspector,BISHOP,M,corporal & shorthand typist in legal branch of arm
rec-2375-dup-0,Chriztina,KEEN,Georgina,KEEN,1745-09-16,John,manufacturer of electro plate,DYMOND,F,shipwright
rec-2376-org,Jane,COOKSON,Agnes,COOKSON,1747-05-20,David,farmer,PERRY,F,joiner
rec-2377-dup-0,And4ew,CHARLTON,Bella,CHARLTON,1745-07-12,Thos,carter,WOOD,M,shoemaker
rec-2378-org,John,CORCORAN,Joanna,CORCORAN,1747-11-05,Thomas,midwife,VAZIRY,M,bootmaker
rec-2379-org,Thomas,SALT,Annie,SALT,1747-04-03,James,builder,HARDY,M,rn officer
rec-238-org,Robert,ATKIN,Ann,ATKIN,1730-09-20,Richard,shipwright,POULTON,M,upholsterer
rec-2380-org,Robert,BELL,Margaret,BELL,1746-09-24,David,compositor,MANN,M,baker
rec-2381-org,Robert,SOWDEN,Jessie,SOWDEN,1751-08-21,Willm,school teacher,ROBERTS,M,grocery assistant
rec-2382-dup-0,Elizabesh,KNIGHTON,Maria,KNIGHTON,1750-05-29,Donald,linen weaver,LOWRAY,F,police sergeant
rec-2383-org,Alexander,PALMER,Mary,PALMER,1745-09-19,David,watch maker,GORDON,M,railway porter
rec-2384-dup-0,John,ASHTNO,Mary,ASHTON,1744-12-15,John,farmer,WRIGHT,M,butcher
rec-2385-org,James,ASHTON,Mary,ASHTON,1744-12-15,John,farmer,WRIGHT,M,butcher
rec-2386-org,George,BLAND,Mary,BLAND,1754-12-01,Andrew,farmer,BEVIS,M,lab
rec-2387-org,Elizabeth,CAKLEY,Mary,CAKLEY,1744-01-30,Robert,painter,BURN,F,labourer
rec-2388-org,Annie,PEFFERIL,Margt,PEFFERIL,1746-05-22,William,carpenter,SOMERS,F,lab
rec-2389-org,Patrick,BRADBURY,Elizabeth,BRADBURY,1748-04-25,John,blacksmith,GRAVES,M,chairmaker
rec-239-dup-0,Alexander,HALqL,Grace,HALL,1726-05-20,Willia,clerk- pharmaceutical retailers,TYE,M,joiner
rec-2390-org,William,RHOYDS,Mary,RHOYDS,1747-11-25,George,coal miner,THOMAS,M,medical practitioner (g.p)
rec-2391-dup-0,James,HUwK,Jennet,HUCK,1752-09-18,Thomas,dressmaker,MCARTHUR,M,wheelwright
rec-2392-org,Adam,FREDERICK,Mary,FREDERICK,1749-06-13,James,farmer,GULLWER,M,master carpenter
rec-2393-org,Walter,JONES,Mitchell,JONES,1748-06-14,James,boatbuilder,RIPPINGAL,M,coach trimmer
rec-2394-org,Ewan,MCCULLOCH,Christina,MCCULLOCH,1747-09-12,James,farmer,LYAL,M,land agent
rec-2395-org,Esther,ENTWISLE,Anne,ENTWISLE,1748-09-21,Peter,coal miner,RIMMER,F,gamekeeper
rec-2396-dup-0,Jon,SPANSWICK,Helen,SPANSWICK,1748-03-30,Samuel,labourer,MILROY,M,ag lab
rec-2397-dup-0,Murdp,HOWARD,Janet,HOWARD,1748-06-10,David,machine fitter,HOLMES,M,overlooker (ironworks)
rec-2398-dup-0,Margared,PARRY,Elizabeth,PARRY,1755-11-17,Robert,servant,OLIVER,F,mechanic fitter
rec-2399-org,Mary,PARRY,Elizabeth,PARRY,1755-11-17,Robert,servant,OLIVER,F,mechanic fitter
rec-24-org,Jessie,HUGHES,Christina,HUGHES,1717-11-28,David,weaver,KNIGHT,F,merchants clerk
rec-240-org,Joseph,HELLIWELL,Mary,HELLIWELL,1727-11-30,Robert,cordwainer,OSBORN,M,gardener
rec-2400-org,Alexr,JACKSON,Harriet,JACKSON,1746-07-30,Mick,shoemaker,KINSEY,M,carpenter
rec-2401-org,John,WAINWRIGHT,Mirren,WAINWRIGHT,1750-10-05,George,ag lab,KNIGHT,M,labourer
rec-2402-org,Isabella,POPE,Alice,POPE,1747-08-02,George,master shoemaker,INGRAM,F,provision merchant
rec-2403-org,John,MARR,Ann,MARR,1745-10-08,John,printer's compositor,OWENS,M,farmer
rec-2404-dup-0,Walter,MCKY,Janet,MCKAY,1745-05-01,John,surveyor,BARBER,M,carpenter
rec-2405-org,Henry,CAWARD,Jane,CAWARD,1751-11-16,Thomas,gentleman farmer,GOSMELL>,M,coachman
rec-2406-dup-0,Agn4s,PARRY,Mary,PARRY,1747-03-12,Adam,plumber,CLEGG,F,paper worker
rec-2407-dup-0,Ann,CAMPBLEL,Mary,CAMPBELL,1746-04-23,Richard,van driver,WALKER,F,coal merchant
rec-2408-org,Ann,STEEN,Agnes,STEEN,1748-05-26,Laurence,ag lab,JOHNSTONE,F,fishmonger
rec-2409-org,James,KIRKHAM,Mary,KIRKHAM,1749-09-27,Willi,coalminer,HEMS,M,labourer
rec-241-org,Leslie,BOLTON,Margt,BOLTON,1731-03-11,William,coal miner,LADD,M,landowner
rec-2410-org,Elizabeth,ROBERTS,Jane,ROBERTS,1757-02-05,Edward,charwoman,MCOLM,F,farm lab
rec-2411-org,Elizabeth,KILRANAN,Helen,KILRANAN,1746-01-16,Thomas,collier,WELLS,F,commercial clerk
rec-2412-org,Margt,HODGSON,Jane,HODGSON,1747-01-03,John,ag lab,HOWLAND,F,time keeper
rec-2413-org,Jane,HORRELD,Ellenor,HORRELD,1748-10-21,James,boot clicker,TOMPKIN,F,boat gauger
rec-2414-org,Elizabeth,SASSE,Sarah,SASSE,1747-06-12,Wm,miner,THORNE,F,joiner
rec-2415-org,Helen,SUGDEN,Lucindia,SUGDEN,1751-06-27,Henry,ag lab,WALTON,F,gardener
rec-2416-org,Willi,HELLIWELL,Catherine,HELLIWELL,1746-04-14,Thomas,coach body maker,JUNNOR,M,labourer
rec-2417-org,George,LING,Betsy,LING,1744-09-24,James,coach builder,TURNER,M,cafe proprietor
rec-2418-org,Hellen,ELLIOTT,Elspet,ELLIOTT,1746-03-23,Peter,transferor in pottery,FENNER,F,labourer
rec-2419-org,Peter,ELLIOTT,Elspet,ELLIOTT,1746-03-23,Peter,transferor in pottery,FENNER,M,labourer
rec-242-org,John,LEE,Agnes,LEE,1738-01-10,James,fireman- metropolitan fire brigade,DAVIES,M,manipulator of fine drugs and chemicals
rec-2420-dup-0,Jamej,HENDERSON,Elisabeth,HENDERSON,1749-11-01,Patrick,ag lab,HAMPTON,M,corn merchants shop manager
rec-2421-org,Isabella,HUDSON,Margaret,HUDSON,1749-06-21,Michael,fisherman,MOORE,F,railway clerk
rec-2422-org,Mary,MANNING,Jessie,MANNING,1748-03-10,William,coal miner,OWENS,F,groom
rec-2423-dup-0,William,WpILLIAMS,Mary,WILLIAMS,1745-12-01,Samuel,painter & decorator,LING,M,seaman
rec-2424-dup-0,Georgina,WILLIMAS,Janet,WILLIAMS,1747-07-07,John,domestic servant,HEWITT,F,grocers assistant
rec-2425-dup-0,Hugj,BENNETT,Martha,BENNETT,1747-11-07,Hugh,wine merchant,SUTCLIFFE,M,grazier
rec-2426-dup-0,Jamces,HELLAWELL,Margt,HELLAWELL,1751-11-28,William,servant,BURROWS,M,fisherman
rec-2427-org,William,DAYNES,Louisa,DAYNES,1752-10-13,Alexander,baker,HILL,M,wood turner
rec-2428-org,Danl,CROWTHER,Eliza,CROWTHER,1750-02-18,John,trawler engineer,DAWBER,M,clerk
rec-2429-org,Mary,DAVIS,Ellen,DAVIS,1746-08-31,John,egg merchant,THOMPSON,F,ag lab
rec-243-org,Ann,HUGHES,Christina,HUGHES,1728-12-23,David,weaver,KNIGHT,F,merchants clerk
rec-2430-org,Davina,KILNER,Mary,KILNER,1748-07-30,Henry,officer in the house of correction,SYKES,F,book keeper
rec-2431-org,John,STOREY,Marion,STOREY,1746-08-10,John,labourer,FROSTEN,M,physician & surgeon
rec-2432-org,Elizabeth,BARR,Matilda,BARR,1747-01-29,Frederick,potmaker,MILES,F,tenant farmer
rec-2433-org,Margaret,EVANS,Eliza,EVANS,1748-11-21,Archibald,post office clerk,CAHILL,F,chara proprietor
rec-2434-org,James,RICHARDSON,Elizabeth,RICHARDSON,1750-12-15,Robert,smallholder,ATKINSON,M,police constable
rec-2435-org,Janet,DUNCAN,Jane,DUNCAN,1754-09-29,David,labourer,DENT,F,dressmaker
rec-2436-org,Janet,DAVIES,Mary,DAVIES,1750-02-21,Peter,brewer,BOWEN,F,managing director (ships anchor & cable merchants)
rec-2437-org,Robert,DOW,Jessie,DOW,1745-03-28,Hugh,house carpenter,INGLIS,M,clockmaker
rec-2438-org,Wm,WAYMAN,Alice,WAYMAN,1746-10-16,Archibald,optician,WOODROW,M,tailor
rec-2439-org,Robert,DERRETT,Helen,DERRETT,1749-10-12,William,coal miner,WILKES,M,compositor printer
rec-244-org,John,TURNER,Rebecca,TURNER,1726-10-28,William,farmer,FEE,M,silk worker
rec-2440-org,Alexr,CURTIS,Elizabeth,CURTIS,1745-12-09,James,builder,MOORE,M,labourer
rec-2441-org,Mary,YORKE,Jemima,YORKE,1747-05-24,Archibald,toyshop proprietor,GREEN,F,labourer
rec-2442-org,Ann,YORKE,Jemima,YORKE,1747-05-24,Archibald,toyshop proprietor,GREEN,F,labourer
rec-2443-dup-0,Mary,AHYWOOD,Christy,HAYWOOD,1744-10-28,John,mechanic,BISHOP,F,coachman
